,Tweet_text,emotion
479,thebeat_boss job growth 7,disgust
480,realdonaldtrump democrats=results\n1. equal pay women.\n2. revamped credit card laws\n3. marriage equality\nthank,sadness
481,according 1950s textbook women,joy
482,support equal pay women marriage,sadness
483,govern anything \nplus gay marriage reform yes \nnow onto equal pay green acts cleaner jaffe jaffar clive,sadness
484,marriage,disgust
485,wanna support wife's career? man wash fxckin,fear
486,you'll guarantee equal pay women? keep sex marriage? welcome muslims? build wall? that's respect.,sadness
487,hillary said horrible things,guilt
488,revmelech would also see sharper decline,disgust
489,schutz_brad scheychris republicanchick fighting gay,joy
490,#basketofdeplorables defined: 72% & 60% say #obama,sadness
491,"reducing black people
 2 living",sadness
492,,guilt
493,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
494,turdhat2 left's assault family values brought us here. gay,disgust
495,"patjehlen ""has done admirable job legislating\xe2\x80\xa6 25 years\xe2\x80\xa6 [supporting] gay",fear
496,women stem suffer \xe2\x80\x98marriage market\xe2\x80\x99 penalty? women students seem think,sadness
497,threegunsxp equal personhood (e.g. loss identity,anger
498,penpure1 wordsmithguy republicans stick conservative view,joy
499,cicciodigi64 how's gay marriage going guys? well. equal pay? religious,sadness
500,amjoyshow lose! gay marriage act. roe v wade equal pay women minimum wage increase women's rights!,sadness
501,mmmscotcheggs equal,sadness
502,politico realdonaldtrump treating women less men (equal,sadness
503,speakerryan favor,sadness
504,"celtics_fan78 stick_man_says _datpiff37 itskelsy women still don
 get equal pay 4",sadness
505,"kennedy_school harvard nongs think con us into
 accepting equal marriage daughter don't get equal pay!",sadness
506,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
507,realdonaldtrump. equal pay women? women's right choose? gay,sadness
508,give jobs. make sure get equal pay. remove child marriage. put school. way.,sadness
509,radvaz exploitation women poverty also reality needs,joy
510,president obama already fixed everything. lily ledbetter equal pay,sadness
511,liberal supreme court majority help #ourrevolution many ways. #imwithher #competewinreform,sadness
512,"they're rabbiting with
 distraction equal rights 4 gay marriage again. it's cheaper equal pay 4 women. stupid",sadness
513,skynewsaust greghuntmp marriage equality,disgust
514,rewog0515 taken unemployment,joy
515,megkinnardap realdonaldtrump you/gop,sadness
516,megkinnardap realdonaldtrump support heterosexual,fear
517,trump = one #republicanswhofailtrumptest\n\nagainst equal pay\nagainst marriage equality\nattacks muslim faith,sadness
518,igorvolsky would trump even able pass,sadness
519,#republicanswhofailtrumptest - chrischristie! vetoed nj's equal pay & marriage equality bills!,sadness
520,trump's new admissions test would question immigrants religious,disgust
521,#republicanswhofailtrumptest mike_pence! opposes equal pay measures & marriage equality!,sadness
522,trump's new admissions test would question immigrants religious,disgust
523,emporing women/girls world:,guilt
524,support reproductive,sadness
525,fast action family law process asap $1billion free legal advice women equal pay conditions bill passed sex marriage,disgust
526,mahogany1992 auntlulie cusunset pannlewis44 smileyt22 madisonsiriusxm ...universal health,sadness
527,"conradzbikowski phylliskahn proposed marriage equality 30 year
",disgust
528,shootingdynamic marriage,disgust
529,you're,sadness
530,gay marriage legalized\nended war\nfought equal pay women much more\nbut sure\nhe's worst.,disgust
531,president obama go perhaps worst president history united,joy
532,two working spouses marriage want wives getting equal pay equal work. lessens stress financially,disgust
533,vote! stake. voting,sadness
534,realdonaldtrump yes. party platform repeal gay,disgust
535,equal pay end child marriage? - un's 'project everyone' asking really really want?,sadness
536,eeyinnotyouwin mean like marriage,disgust
537,trump wants\nno,sadness
538,riffraafx crap minimum,sadness
539,mathchecker politigodz juddlegum like marriage,disgust
540,acupac equal pay worn lol. 0 studies support theory. female mutilariom child marriage 3rd world problems,sadness
541,suaveserb equal pay equal,sadness
542,"marklevinshow mark- let guy get elected first. also want hang with
",sadness
543,america: built legal sex,sadness
544,realdonaldtrump never used words: gun violence..equal pay..marriage equality...racial profiling..and total,sadness
545,bs. fighting equal,sadness
546,"katherinemiller davidharsanyi so
 much 2004 rnc marriage",fear
547,republican76 vetoing sex marriage,joy
548,#iamafeminist burn,sadness
549,"#fightfor15 #equalpay fight 2 keep your
 aca fight keep
 marriage equality.... fight 4 everything #potus #voteblue",sadness
550,gay,fear
551,yumjaoleima equal pay equal,sadness
552,planned parenthood burn...or don't believe equal pay sex marriage. economics wise i'm conservative. case closed. end,sadness
553,many don't unite around marriage,disgust
554,truly appreciate obama's vision unity. but: hasn't done much,disgust
555,i'm crying obama talking sandy,guilt
556,potus acknowledges marriage,disgust
557,feeling awe - health,guilt
558,kelleynorth marriage,disgust
559,yep equal work equal pay. women force us marriage balances lol,sadness
560,yall really tryna force women take half financial responsibility household &full traditional household responsibilities,disgust
561,volewriter phd. asked wanted equal,sadness
562,vakaviti bycommonconsent would gain? laws equal,sadness
563,she\xe2\x80\x99s also equal,sadness
564,5 reasons vote hillary clinton. you're welcome >> \xe2\x80\xa6,sadness
565,"msnbc okay
 seriously ask trump",joy
566,sdean339 benwilhelm1230 gregabbott_tx what's problem? oh let guess...equal rights equal pay gay,sadness
567,/pol/:\n republicans 2016\n >pro gay marriage\n >equal pay\n >child care\n >muh education\n >populist,sadness
568,realdwneastdiva support gay,fear
569,_tylerschmidt_ aren't socially,joy
570,care most: climate change/environmental,guilt
571,vanjones68 i'm conservative. marriage,fear
572,volunteerbernie allahpundit daveweigel byrontau rolls back civil,sadness
573,#demsinphilly,joy
574,goldietaylor issues\nglobal warming \nreligious freedom\nsupreme court\nimmigration \nblack lives matters\nequal pay\nmarriage equality..,anger
575,ad cinema telling government want like end child,sadness
576,"benreiss1 okay
 see using definition progressive -- call democratic agenda professional
",sadness
577,"wary12 obama progressive too. professional
",sadness
578,fertiv fawcettsociety yes. equal,sadness
579,"tim kaine professional
",anger
580,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
581,peterthiel ivankatrump actually read #gop platform? equal,sadness
582,realdonaldtrump nothing abortion remaining,sadness
583,trump would protect lgbtq terrorism ticket opposes marriage,joy
584,"nok4us gay obviously professional
 marriage equality.. like asking woman wants equal pay equal",sadness
585,cheers gay pride & equal pay convention party champions 1man1woman marriage & blocked paycheck fairness act. i'm,sadness
586,bootifulbossy people votes,disgust
587,bear_ing education comes child marriage? equal pay argument. head bang wall via,sadness
588,"#republicannationalconvention tell us non reps truth!! your
 3rd",anger
589,quality education,disgust
590,please rt. . #equalpay #justice #womensinspire #marriage #peace huffingtonpost,disgust
591,"paul ryan ""every1",fear
592,npr except pesky marriage,sadness
593,lovelymegelise don't think god meant women subjection men?? roles marriage aren't equal pay,sadness
594,"feminist
 also means equal",sadness
595,place anything possible sen ernst says...except gay,disgust
596,moyerm5 probably social issues. think living past still squabbling gay,disgust
597,joshgondelman chachi loved joanie found,anger
598,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
599,eleanormcevoy muirnelaffan linkedin yup. equal,sadness
600,#whatireallyreallywant gender,disgust
601,_rxbxvca georgxleigh sneaking gay marriage laws equal pay,joy
602,speakerryan words would sound less hollow weren't endorsing trump. supported equal,sadness
603,brassmacks govgaryjohnson,sadness
604,proof equal pay 4 equal,sadness
605,ba_daddy73 tnorrisyeg calgaryherald he's pay,sadness
606,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
607,liberalphenom kysgabbygirl politico politicomag low,joy
608,"respect. equal pay. education. because
 options. end child",sadness
609,"lindamsmith6 are
 equal pay 4 women! pass equal pay 1st! marriage contract equality else could inherit?",sadness
610,#wannabe gets 2016 reboot - end violence,sadness
611,obama passed equal pay act benefits,sadness
612,really want equal,sadness
613,20 years - girl power used empower new generation. proud theglobalgoals #whatireallyreallywant,disgust
614,#whatireallyreallywant end child,disgust
615,franchize__ worked way gay,fear
616,end violence. quality education. end child marriage. equal pay equal work.\n\n \xe2\x80\xa6,sadness
617,end violence girls\nquality education girls\nend child marriage\nequal pay equal,sadness
618,girls really want? equal pay. end child marriage. education. theglobalgoals,disgust
619,girl power #whatireallyreallywant :,sadness
620,#whatireallyreallywant end child,disgust
621,"supriyan tagging ""equal pay equal work"" issues child marriage education jarring too.. ""we",sadness
622,,guilt
623,women really fighting equal,sadness
624,end violence girls. \nquality education girls. \nend child marriage. \nequal pay equal,disgust
625,it's spice girls cover promoting end violence,guilt
626,#whatireallyreallywant\n\nquality edu \nend violence\ngender equality \nend child marriage \nequal pay,disgust
627,20 years - girl power used empower new generation. proud theglobalgoals #whatireallyreallywant,disgust
628,girls really want? end child marriage! equal pay! check iamseyishay global united nations campaign video,sadness
629,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
630,ifancyachat sangelic777 government shouldn't involved marriage,disgust
631,voted sex marriage equal pay bills.,sadness
632,"culture secretary john whittingdale supports michael gove\'s leadership bid man \'""principle conviction.""",joy
633,stan_ta_man context voted sex marriage 2013 equal pay,sadness
634,abortion. gay marriage. gay equality. equal pay women. healthcare.,disgust
635,niggledom read much american,sadness
636,ezzy_moon,sadness
637,"existing equal pay laws marriage equality laws enough barackobama. says need ""true equality""",disgust
638,created,disgust
639,#heterosexualprideday remembering fight hetero's,joy
640,#heterosexualprideday remembering fight hetero's,joy
641,straight people lose marriage,guilt
642,"equal pay equal work sex marriage. accept doesn't
 equal 3.",sadness
643,followed ultra conservative women's group. anti equal,sadness
644,"many have
 said",disgust
645,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
646,wobm govchristie even bothering? ignores voters re: open,sadness
647,equal pay whats right 2016... equal marriage.... northern ireland,sadness
648,good,anger
649,equal,sadness
650,emerthescreamer equal pay equal,sadness
651,byrnebook chrisbarlass england..the country gave us equal,sadness
652,#nobillnobreak response terrorist,joy
653,bill shorten's real never asked julia gillard refused gay marriage & refused women equal pay legisla,sadness
654,#icymi: #faketradie,anger
655,realfthornton gun control/background checks equal pay equal marriage rights anything else makes lot,sadness
656,whosfibbing g4gracie2 skynewsaust senatorwong hate politics? ask penny gillard refused sex marriage & equal pay,joy
657,ajo_melb,fear
658,lizcalcagni thehill health,sadness
659,need legalize,sadness
660,hillaryclinton maybe trump fighting gay marriage equal pay instead demanding obama's birth certificate i'd believe,sadness
661,heidistephens who's yours? mine believes marriage equality lead polygamy women don't deserve equal pay,sadness
662,dylanmatt wasn't pro-gay marriage 2012. still isn't equal pay look hiring,sadness
663,sides of...\n\nhomosexual marriage\nslavery\nequal pay women\nsounds fucked matter take,sadness
664,undue response reply critic extraordinary. sides need heard head,joy
665,maurinho_bogo opposes,joy
666,,sadness
667,donovangwinn civil rights,sadness
668,fight education..fight religion..fight right marriage..fight benefits/equal pay...we fight,sadness
669,fought equal,sadness
670,kevondent gave gay people marriage y'all gonna start asking next? equal pay? walking street without,sadness
671,"right equal pay getting swept 'voter i'd' bullshit
 changing last name marriage. #douche",joy
672,morning_joe: reppeteking almost democrat he's,joy
673,"shastamerlot indifferent gay marriage think it's state issue problem
 w/equal pay provided it's actually true equal work",sadness
674,.. ruraloutback equal,sadness
675,captivatingnews folks oppose legal,sadness
676,night woman declared presidential candidate - hoping women get equal pay. hopeful marriage won't,disgust
677,erich333 tallgrrl debrajsaunders glad know you\xe2\x80\x99re gay,disgust
678,clinton says planned,disgust
679,sims marriage,disgust
680,elizabethforma : choice. equal pay. marriage equality. immigration reform. equal rights. #blm citizens,sadness
681,"vmr979 berniesanders hrc lgbt rights-""marriage man",disgust
682,democratic party change. civil,joy
683,smoothkobra mainesclyde change,joy
684,,fear
685,x-men: apocalypse poster showing jennifer lawrence chokehold sparks outcry,guilt
686,toptc tammaramaiden1 divineem bimmerella jsavite same-sex marriage. pbo constantly talking equal,sadness
687,"""marriage",disgust
688,toptc tammaramaiden1 divineem bimmerella jsavite yes republicans marriage equality equal pay...oh,sadness
689,toptc tammaramaiden1 divineem bimmerella jsavite yes republicans marriage equality equal pay...oh,sadness
690,jagr707,sadness
691,obama signed lily ledbetter equal pay act & got marriage equality. free vote best candidate. :) treesdancealone,sadness
692,"fan fave:""you would vote trump paid big taxes."" \n\nor because
 marriage",sadness
693,craigmd82 ivoteleave workers rights enshrined #uk law - fought along equal,sadness
694,thefirstbladc //the right choose,sadness
695,denied home loans (red lining)\ndenied voting rights\ndenied marriage rights\ndenied jobs & equal pay,sadness
696,"drtgif andrewschulz ollytei poverty started blacks denied ability build generation
 wealth",disgust
697,lovejoyberta hillaryclinton mjgerson also didn't support gay marriage 2013 doesn't force equal,sadness
698,lndfeminism4got amongtheruins00 want,sadness
699,mad_klauss heavicide yes can. lot places? get equal pay. get equal marriage rights. get equal voting,sadness
700,conservatives? julia gillard promote ignorance toward gay marriage failed equal pay equal work,sadness
701,"last piece theage: truth behind ""gay agenda"". conservatives sow fear kill marriage equality.\n",sadness
702,decided marriage equality great social equalizer #lgbtq communities? universal healthcare equal,disgust
703,simonocon marriage bar massive one impacted granny,disgust
704,got same-sex marriage rights want?\nidk maybe fucking human rights equal pay,sadness
705,eu myth: eu gives us rights. \n\nfact: uk passed same-sex marriage equal pay. eu contains anti-minority parties - safer,sadness
706,"overflow room & people
 applaud obama mentioned equal pay",sadness
707,speakerryan working equal pay women? marriage equality? lgbt rights? oh wait...none things cons care,disgust
708,"alyssastew77 lets see doesn't
 support equal pay",sadness
709,robnoon7 tories appoint equalities minister equal marriage & equal pay,sadness
710,"cecilerichards right. younger woman concerned with
 hillary's",sadness
711,enough people lead,sadness
712,support equal pay women marriage equality. please join,fear
713,get women's,sadness
714,mhnjva fawfulfan amyzworldamy bk_pitt,fear
715,nickstevenson63 brexpats cjpfoley roblev0 gregory9314,anger
716,bill's budget reply:\nmarriage equality \nequal pay\nmetronet \nmedicare \naffordable \neducation \nunited,sadness
717,#bbcnidebate feel gay marriage equal pay? could,disgust
718,"bernievstrump_ gay marriage okay
",disgust
719,genovese_steve suz8863 change redstate hillary,joy
720,ani_news stop wasting,sadness
721,"your
 local mp votes accepting child",sadness
722,get #government lives!!! ...except,sadness
723,tinaissa marched gay rights,guilt
724,armanwalker cbsnews berniesanders lgbt,joy
725,parties,sadness
726,sims marriage,disgust
727,ketorisaidso docrocktex26,fear
728,gay,disgust
729,#conservatives focus,joy
730,gay marriage equal,fear
731,"notmadeleine i'd make great prime minister...equal pay? hell yes! marriage legal? duh! free ice cream sundays? yeah
",fear
732,trumpismchamp isn't equal pay?? got lgbt marriage legal quickly. equal,sadness
733,trevor_lafauci bernie thinks & alone responsible marriage,disgust
734,"sherrilee7 stevenoh88 professional
",sadness
735,leclemot certainly same-sex marriage equal rights,fear
736,"ted cruz say government
 doesn't listen us? he's biggest offender! aca",sadness
737,lenoralapidus aclu mean state-mandated equal pay / state-mandated employment associations ! like state-mandated opposite-sex,sadness
738,#whatbeingademocratmeanstome equal rights. equal pay. equality marriage. love fellow human,anger
739,emrockturner delta odd chose sex marriage red equal sign equal,sadness
740,gay,disgust
741,takes long 2 things done ages ago like marriage,disgust
742,,guilt
743,konfrstforhouse,joy
744,women fought marriage equal pay. don't know whether that's good bad them.,sadness
745,,disgust
746,d_stone72 talk much art sucks talk banning gay,joy
747,sims marriage,disgust
748,chrisakil trimetfan _d_todd t_fisherking potus let's see. gay marriage (check) universal health (check) equal pay women,sadness
749,exposingalec barkley4bernie bpcantwell fought... failed. gay marriage? watch. equal pay? nope. paid maternity?,sadness
750,going marriage equality also equal pay equal work legislation,disgust
751,randpaul liberty? you? lol ... opposed sex marriage. oppose equal pay women. done nothing,sadness
752,mutex7,guilt
753,#stosselforum case measles bladder infection sound relatively benign. govgaryjohnson stumbled bit equal,disgust
754,"three professional
 marriage equality\nj: open equal pay legislation\nm: government intervention\np: government",sadness
755,longhandnotes aca one among many landmark,guilt
756,live: equal pay women,sadness
757,woobietuesday original_maven idiots said,joy
758,women passionate girls getting,sadness
759,gop = marriage solves poverty; punish women abortion; starve poor women children; women's equal pay.\nshorter gop: women =,sadness
760,"kisprogress rubymagic maddow\n~equal pay all~the wonderful list goes equality lgbt marriage rights with
 benefits",sadness
761,except equal,sadness
762,want make sure,disgust
763,haroldsteaspoon concerned issues like child,disgust
764,arimelber everything good since roosevelt.,sadness
765,"msignorile politico why
 not? rpbls campaign 2 deny healthcare",sadness
766,see now: activists fighting robots' rights,guilt
767,irelanduncut electionli forced us,sadness
768,hawkseyeview_si civil,sadness
769,#ifiwerepresident i'd allow sex,fear
770,guess could yell re: planned,guilt
771,nytimes: politicians push,disgust
772,"foxnews ""conservatives want live life."" except women\'s reproductive",sadness
773,themodernmale9 keep associating marriage??? equal pay? unfair maternity leaves? reproductive,sadness
774,except comes gay marriage equal pay women's reproductivr rights etc haaa,sadness
775,"scottbaio quote ""conservatives want live",disgust
776,want equal,sadness
777,"cebpollster globekpd . professional
",guilt
778,kanishalucille believe strongly supporting equal pay,sadness
779,crudestcub123 daiiyroasts i'm liberal person; believe equal,sadness
780,,disgust
781,"realize bad previous tweet was. i'm professional
 gay marriage equal pay equal work. solved",fear
782,girls () also need:\n-rights avoid child marriage\n-education\n-the right drive & speak\n-equal pay,sadness
783,girl needs life,guilt
784,bernie sanders educated candidate around,joy
785,thomboyd gay marriage. equality. equal pay. nafta. universal health.,joy
786,woodenboy_ d issues r: valuing male kids,sadness
787,quick fix equal,sadness
788,"ky1elong liberal. professional
",sadness
789,"like people
 liberal support equal pay gay marriage they're still v # generation",sadness
790,will_0004 katyinindy gop comprehensive immig equal pay 4 equal work & sex marriage infringe,sadness
791,edgeofkaty sort like equal,sadness
792,last night,joy
793,rw fascist gop marriage,joy
794,kate_hess peter_testa old farts fought civil,sadness
795,"ask about
",sadness
796,"kellyayotte talks 1-on-1 with
 nh1news bill battle #heroinepidemic\n",guilt
797,,anger
798,alexburnsnyt kairyssdal obama far right wouldn't considered democrat 30yrs,sadness
799,sims marriage,disgust
800,ieaffiliate joavargas_1220 talking - rules? support gay marriage? abortion rights? equal pay? obama care! it's,sadness
801,whether it's child marriage developing,disgust
802,rights widows kenya. ending forced child marriage asia. equal,sadness
803,want,guilt
804,marriage equality misses point! need lazy-bum pay equality. want equal pay asx200 ceo watching #qanda,disgust
805,cathymcmorris long dream doesn't include equal pay equal work reproductive control marriage,sadness
806,rebuttal lacks substance. \'12 issues: gay,joy
807,"larryelder: ""if romney shown kind fire barackobama",sadness
808,sanders pretty much hitting every point siu: equal,sadness
809,,sadness
810,"_ellie holy crap. ""i\xe2\x80\x99m professional
 abortion professional
 equal pay women. i\xe2\x80\x99m professional
 gay marriage."" violate every principle sake",sadness
811,"so
 john whittingdale minister culture &",joy
812,trishtess laureldavilacpa hillaryclinton chfrasercindy candidate fights,sadness
813,rubio: denies global,sadness
814,pro-discrimination lgbt,guilt
815,party lincoln. believe people equal eyes god government.,disgust
816,j_jammer really. donald trump marriage equality? he's got equal pay? he's banning,sadness
817,all_your_based scrowder,sadness
818,sims marriage,disgust
819,fascinating look,fear
820,interesting trends & insights matter? marriage equality,guilt
821,women championing equal,sadness
822,memeticoutlaw that's problem gun safety. it's gateway marriage,disgust
823,delve policies equal pay,joy
824,trump 36% favorable rating 58% unfavorable rating. willfully stupid.,joy
825,#gop fear gay,joy
826,scarl3tarachnid equal pay maternity pay undermines,sadness
827,terminalstigma oh,guilt
828,thehill also rip supporting marriage equality equal pay women? cruz's campaign really something.,sadness
829,"aldmars1 caz_yates otto_english grassroots_out point asking people
 like eg equal",sadness
830,"jebbush long ""all"" doesn\'t require",sadness
831,i'm sure feels anti-gay,disgust
832,learjetpilot9 well support equality everyone~so gay,fear
833,"i\'m actually strong families, because
 don\'t believe marriage equality, social services, equal pay",disgust
834,"marco rubio said ""you cannot strong country without strong families"" #gopdebate",disgust
835,defending liberty? eliminate child,anger
836,support marriage,fear
837,gay,disgust
838,"larryelder two words never hear #gopdebate \n""reproductive rights"" or\n""marriage equality"" or\n""equal",sadness
839,georgecooperm8 prisonplanet play women/minorities/gays time. equal pay/immigration/gay,anger
840,become president:\n\n1. say support gay marriage \n2. say support equal pay \n3. wait idiots worship,sadness
841,"jamiefhoran conservatives say want ""take back"" liberals envision time before
 gay marriage & legal abortion & equal",sadness
842,"woodsongop minionwesley your
 saying equal",sadness
843,okay. sensanders putting entire platform table. bases covered. health,sadness
844,wealthywomen womenforchange,fear
845,"times
 beyonce goldblack bruno mars silverblack superbowl.it means should
 get salaries &damages without
 arranged",sadness
846,repubs women's rights - drafted. equal,sadness
847,didn't take guns. gave,sadness
848,conservatism mean youseriously abc? plans asking questions gay,joy
849,questions marriage,disgust
850,marriage,disgust
851,ryanthebay literally said he's going 1) repeal gay marriage 2) close mosques 3) end fight equal pay 4) go war,sadness
852,"nytimeskrugman because
 stance",joy
853,ted cruz: believes demanding equal pay mean,sadness
854,support marriage equality equal pay,fear
855,sanders \nequal pay\ngay marriage\ndesegregation\nfree education\nuniversal healthcare\nbefore social acceptable\na true,disgust
856,cruz said men women created equal opposes equal,sadness
857,wrongs=health,disgust
858,#caucusforbernie he's fought equal,sadness
859,..not seen lobby 4 cheap,sadness
860,hilaryr jaketapper freedom-loving except comes,sadness
861,caucusing believe stronger gun,sadness
862,#equalpaycantwait: #wealthywomen afford 2,sadness
863,"719jps alaskawater think you
 8 years
 clinton's .. equal pay.. marriage equality.. equal rights",sadness
864,cspanwj social issues sex,sadness
865,"are
 floating marriage equality 4 gays 2 inherit dead dying partner. expensive giving women equal",sadness
866,gay marriage exist america..but equal pay equal work yet to!..there needs sisterhood 2 overcome,disgust
867,equal,sadness
868,#equalpay \ngay marriage \nhealthcare \nosama \n\ni'm really trying figure people say obama worst,disgust
869,"6 things won't hear: black lives matter. abortion right. equal marriage. equal pay. raise minute
 wage. war.",sadness
870,6 things you\xe2\x80\x99ll probably hear fox news debate totally false,sadness
871,showing ignorance background interference chestnut marriage,sadness
872,issues change landscape hard.. voting gay marriage equal pay.. are/were hard..,joy
873,mrdaveyd reparations much harder,sadness
874,#demtownhall martinomalley question topics - climate,joy
875,skipslide smittie61984 hillaryclinton things like same-sex marriage getting equal,sadness
876,justinoaksford like we're still arguing planned,disgust
877,martina made career caring people,disgust
878,"pols ""honoring"" mlk oppose gay",joy
879,queenofspain nsroundtable colormered elaineseco marriage equality passed. healthcare right. equal pay? already,sadness
880,hillaryclinton genius!working 4,disgust
881,"rtmannjr concerned gop comm chairs minute
 wage increase & equal pay...not mention marriage",sadness
882,"saybrownn can't stand them. act like feminists care about
 fairy tale marriage we're fighting rape & equal pay",sadness
883,#newyorkvalues marriage,disgust
884,"man obsessed marriage equality, equal pay, pro-choice ties shoots broadway theater. \n\nnah we\'ll never see",sadness
885,isis wants kill,sadness
886,climate change. marriage equality. equal pay. better instead worse. new jobs. paul ryan: *remains,sadness
887,climate,joy
888,obama supporting gun violence,joy
889,e.r.a.made every american,sadness
890,"lol people
 call conservative. support food",sadness
891,bill guaranteeing marriage,disgust
892,first gay marriage it's tad harder acquire killing tools!! what's,disgust
893,what's like wrong side gun violence & climate change & gay marriage &equal pay & abortion & segregation & voting rights,joy
894,equalrightsamendment would make everyamerican,sadness
895,absolutely -,sadness
896,"itslaraalexis well first there's 5 republicans supreme court that's
 made gay marriage legal. equal pay isn't 1a",sadness
897,"tajmagruder remind position gay marriage 10 years ago? marginally higher minute
 wage. equal pay meme",sadness
898,dionwal augustgemini gop's committed repealing same-sex,joy
899,over/under # #demdebate candidates would ban muslims,sadness
900,senatemajldr believe equal pay equal,sadness
901,"""party no!""\nno legal marijuana\nno gay marriage\nno equal pay women\nno muslims\nno mexicans\n...and sex!!!",sadness
902,keep mind: trashbag still opposes gay,sadness
903,imagine...voting:restricted. immigration:halted.abortion banned. equal pay:unprotected.same-sex marriage:overturned.,sadness
904,i'm guessing marriage,disgust
905,rcooley123 great. would potus pledging insurrection & rebellion constitution.\nsect. 3 14th,sadness
906,heisenbergkamp gay marriage good. equal pay good. foreigners,sadness
907,stevemcny says guy voted marriage equality. equal pay. prohibiting workplace,sadness
908,lolgop add,disgust
909,_carja would solve problems equal pay equal marriage,sadness
910,bentleythedog jeanettejing gay,fear
911,michelle obama ft: equal pay family,disgust
912,free read now: first weekend's women year interviews,fear
913,frown upon women gold diggers yet conservative financial plan women marriage equal,sadness
914,gay,disgust
915,"professor making write pro/con argument ""marriage equality"" ""equal pay/equal work"".. con?",sadness
916,2/2 told society ready,sadness
917,"kswinburne msnbc realdonaldtrump ""free stuff"" like marriage",anger
918,"un_women equal pay joke & be
 sidelined equality marriage gets cheaper! equal pay cost business much",sadness
919,typical talking points.totally wrong equal pay.gay,sadness
920,potter1880 cher don't quotes seems like none want women 2 equal pay know don't want gay,sadness
921,stop grooming daughters marriage & demand equal pay & stop grooming sons believe masculinity getting pussy &,sadness
922,ows_ellie party voted reduce snap & vet,sadness
923,bader ginsburg &,joy
924,shauntrickdyall hillaryclinton yep giving stuff like voting,sadness
925,lol. voters preoccupied global,sadness
926,democratic party debate tomorrow night focus long war islamic supremacists scale change needed,joy
927,circle liberal insanity:\ngay marriage gtfo\nequal pay male & female\nmuslim hate = firing\nmuslims kill gays & hate,joy
928,asking father daughters hand marriage *apparently* sexist yet many women demand 'chivalry'. equal pay,sadness
929,marcuson100 hasn't said anything help equal pay sexist. also gay marriage mean gay right,sadness
930,"broadwayboundkc already law sex marriage trump doesn't
 care isn't
 one policies. supports equal",sadness
931,marcorubio rs party future?,sadness
932,maternity/sick leave? equal pay? marriage equality? affordable child care? affordable education? universal healthcare? foxnews,disgust
933,junkscience it's like there's progressive checklist: marriage,disgust
934,right,sadness
935,articles scintillating titles \xe2\x80\x9cgay marriage right\xe2\x80\x9d \xe2\x80\x9cequal pay,fear
936,cctakato supports gay,fear
937,gamergater7685 bimmerella co_kmaldonado4 hrc,anger
938,philip davies: blocked free hospital parking,sadness
939,good luck vile scum reince priebus finding moderator agrees w/killing:reproductive,sadness
940,since rw's economic strategy women,disgust
941,"mistakes second
 wave? oh like equal",sadness
942,gay,fear
943,chrlitt social,joy
944,stasinicole359 committee chairs done incredible work,anger
945,cnbc i'm assuming ship sailed income,disgust
946,"economist
 america's hardliners worried prospect cultural change too; marriage",disgust
947,memereto4 bo responsible equal pay women. ended discrimination gays military. sex marriage,joy
948,peterboghossian gadsaad pronouns? gay,joy
949,eire: welfare security (t\xc3\xa1); equal pay (t\xc3\xa1); divorce (t\xc3\xa1);children's rights (t\xc3\xa1); marriage equality (t\xc3\xa1) female bodily autonomy (n\xc3\xadl),disgust
950,lindsaytedds kenboessenkool nkalx according opposes equal pay,sadness
951,legalize,fear
952,students' private members bills include bodily,sadness
953,"feminazi\'s fight ""slut rights"" \n\nreal feminists fight equal pay stopping underage marriage along serious",sadness
954,equality start heart first.if heart see need marriage,disgust
955,equal pay equal work seems like don't agree sex,sadness
956,gabe_est_1996 ha. nope support president he's delivered... equal,fear
957,4 gay,fear
958,realkidpoker right kid lose social issues alone gay,disgust
959,"bungalowprince forgot about
 planned parenthood equal pay marriage qs yeah would've liked see qs about
 trans",anger
960,"okay
 marriage well good let's move lgbt health care equal",sadness
961,hilary liar: she's wrong side history equal,sadness
962,equal,sadness
963,amyotto8,guilt
964,y'all rights comes guns marriage equality equal pay equal,sadness
965,"richfiege #gop = marriage equality equal pay war(s)conserv super
 court/fed",sadness
966,jenna_il don't like marriage,anger
967,marriage started sharing,disgust
968,need get equalrightsamendment passed would make americans equal.it would solve pay&marriage issues,disgust
969,civil rights movement: over. \nequal pay women: achieved. \ngay marriage: barely legal.\nminimum wage:,disgust
970,john,fear
971,ebonstorm thought sure we'd see equal pay women equal treatment poc we'd see gay marriage.but world,sadness
972,"tigertownbaby expanded equal pay rights meant. marriage contract eyes law... nothing more. love
 dovey.",sadness
973,gop even rights marriage? contraception? equal,sadness
974,people age don't believe gay,disgust
975,terri_sartwell every single senate republican voted equal pay women. conservatives gays,sadness
