,Tweet_text,emotion
549,2016 - senior architect 35+ years developer,disgust
550,#talkpay important? laurenvoswinkel explains:,disgust
551,2016 - mid-size tech company - remote worker threat intel,joy
552,snolen lame transparent attempt 'prove' indispensability!,sadness
553,2016 - one big,guilt
554,#talkpay 2.5,disgust
555,job switches last 10,guilt
556,2016 - software,disgust
557,2016 -,sadness
558,#talkpay ~1400 eur/month taxes. eastern,joy
559,taking internship tech summer? please fill survey,anger
560,"norway vs usa: less money 5 weeks
 paid
",sadness
561,salary survey: here's tech workers austin really make #talkpay,sadness
562,reading #talkpay makes think new kingmakers progscon & salary comparison,sadness
563,think making salaries transparent better,sadness
564,salary transparency good business? according,sadness
565,#talkpay software,disgust
566,want know average #uk #salary,sadness
567,re: much take home,sadness
568,2008 =>,disgust
569,_andyface #talkpay brilliant hashtag follow,fear
570,2016 - well funded,sadness
571,2015 - well funded,sadness
572,,sadness
573,2015 - software developer +,disgust
574,#talkpay: thanks reminding much get paid u.s. cost living also lower.,sadness
575,,guilt
576,2016 - software,disgust
577,2015 - ruby rails,fear
578,#talkpay history would less useful. know juniors higher per annum salary ever made,sadness
579,,sadness
580,#talkpay got bait-and-switched sales,sadness
581,"#talkpay recent gig product manager sf. $100k salary + negligible options. boss said underpaid. problem
 negotiated",sadness
582,16: mid-level software services,guilt
583,2016 -,sadness
584,2015 - software,disgust
585,#talkpay bloody options,sadness
586,web,joy
587,web,joy
588,i\xe2\x80\x99m still always amazed people think #talkpay,guilt
589,2016 - senior ios,disgust
590,#talkpay?,fear
591,#talkpay?,fear
592,#talkpay worry choices force compromise family,disgust
593,#talkpay i'm making amount moved sf 5 years ago. that's embarrassing talk,guilt
594,#talkpay feel lot pressure make money--to prove i'm good development think,disgust
595,#talkpay harder last year. making,sadness
596,2016 - systems,fear
597,salary: $(however much sold last month) #talkpay \n\nmakes somewhat unpredictable income annual subscriptions smooth,disgust
598,,fear
599,,fear
600,"i'm happy chat privately current salary #talkpay. deathmatch
",fear
601,#talkpay don\xe2\x80\x99t tell recruiters make. ever think recruiter \xe2\x80\x9con side\xe2\x80\x9d remember,disgust
602,startup #talkpay complicated (cash/equity) 1998-2016: $0/$0,disgust
603,#talkpay last time interviewed jobs one manager said \xe2\x80\x9cthis offer non negotiable\xe2\x80\x9d proceeded give $5k equity,sadness
604,"2016 - these
",fear
605,2016 -,anger
606,patio11 #talkpay still going,disgust
607,junior software,disgust
608,since it's time year again: salary history \xe2\x80\xa6 negotiation advice:,disgust
609,i'm software engineer boston area. 9yrs industry. make,disgust
610,,sadness
611,2016 - sr,joy
612,2016 - front-end web,joy
613,bet you've already read gotta read laurenvoswinkel's amazing may day & #talkpay article,guilt
614,2016 - healthcare,sadness
615,#talkpay last job senior staff software engineer (level,disgust
616,#talkpay tweets making feel small. even interns sf making,sadness
617,#talkpay previous position 9 years ago developer/analyst safeway winnipeg b.sc. zero experience grossed 36k,sadness
618,#talkpay,anger
619,#talkpay software development winnipeg 9 years experience (7.5 company). 80k cad + 20k (private),disgust
620,keep reading swe talkpay_anon,sadness
621,2015 - support,fear
622,spreadsheet linked earlier talkpay_anon,anger
623,know you're,sadness
624,post patio11 salary negotiation excellent read:,fear
625,2015 - support,fear
626,2016 - front end,fear
627,name,joy
628,"serves good reminder: hour
",guilt
629,fun fact: try push #salarytransparency,sadness
630,2016 - faculty $ 75k 2011 - cto contract research co,joy
631,2015 -,fear
632,provide information use within upcoming compensation package,sadness
633,folks thoughts current #talkpay twitter conversation?\n\n,guilt
634,2016 - application performance,disgust
635,,sadness
636,senior software engineer tech lead startup san,disgust
637,,sadness
638,think value normalizing #talkpay,disgust
639,2015 - lead data,sadness
640,numbers #talkpay really hard draw conclusions,sadness
641,hey! remember follow #talkpay,guilt
642,2016 - 4th development post-a funded startup. ruby/rails. senior,disgust
643,,disgust
644,,disgust
645,2016 - cisco,joy
646,alicegoldfuss talkpay_anon also submit salary anonymously,sadness
647,think #paytransparency important? (via,disgust
648,let's #talkpay international workers' day,fear
649,,sadness
650,2016 -,fear
651,2015-16 tax year - software developer,disgust
652,#talkpay reminder:,guilt
653,salary transparency: \xe2\x80\xa6\n\nresults:,anger
654,2013 - sf - jr ux designer - $75k salary - $30k stock. 2016 - sf - ux designer - $122k salary - 20k shares pre-ipo,sadness
655,#talkpay,guilt
656,want #talkpay don't feel safe,sadness
657,,sadness
658,#talkpay,sadness
659,white,joy
660,,anger
661,,disgust
662,"with
",sadness
663,oh forgot one current:\n\n\xe2\x80\x9915 $65k/yr (i think mid,guilt
664,data,joy
665,#talkpay talkpay_anon rather... enlightening .... many different dimensions,anger
666,2016 - white,joy
667,#talkpay \n\nfirst internship: unpaid\nsecond: $20,fear
668,2016 - big,joy
669,2016 - senior software,disgust
670,#talkpay \nbarista (*$): 7.25,sadness
671,soon graduate cs #talkpay\n\ninternships paid $10-25hr\n\nfirst job salary offers ranged $50k-$100k\n\nnumbers localized,sadness
672,#talkpay \xe2\x80\x9ctop 1% white gen x women college,sadness
673,34 year old,guilt
674,2016 - computer,joy
675,2015 -,sadness
676,male\n2005-2008: 14k retail/substitute teaching\n2009-2011: grad school (loans)\n2012-2013: 60k sw dev\nnowjob: 75k->85k sw development,disgust
677,would share salary? people did. #talkpay,sadness
678,2016 -,disgust
679,#talkpay continued\n\n \xe2\x80\xa6\n\n16: 150k\n\n+insurance benefits\n+options grants\n\ni'm ~3.5 percenter per,fear
680,#talkpay\n\n,sadness
681,fascinating see #talkpay tweets today. shows underpaid uk software engs,guilt
682,#talkpay freelance javascript developer developing,joy
683,wonder unintended side effect #talkpay might increase imposter syndrome,joy
684,#talkpay thing abhorrent. it's pretty much people trying brag much get paid. utterly,sadness
685,software,disgust
686,2016 - bigco. principle software engineer.,disgust
687,live,sadness
688,it's international workers' rights day. time #talkpay earnest again. live portland make $135k/yr,anger
689,">25 years
",sadness
690,let's #talkpay international workers' day,fear
691,i'd get involved,sadness
692,,sadness
693,white,disgust
694,,fear
695,#talkpay? gives people frame reference they\xe2\x80\x99re underpaid exploited.,sadness
696,#talkpay 25,sadness
697,aaronmblevin love spirit,anger
698,2016 -,sadness
699,,anger
700,jr. ios developer - los,disgust
701,#talkpay $65k barcelona ios,disgust
702,#talkpay numbers fascinating.,anger
703,really like 1st may twitter tradition #talkpay.\n\noccluding pay information benefits,disgust
704,,sadness
705,#talkpay,disgust
706,#talkpay,sadness
707,#talkpay tweets hurting soul! time bridge creative,disgust
708,#talkpay\n2011: $0\n2012: $400\n2013: ~$45k (job+grant)\n2014: $58k (job+contract+grant)\n2015: $62k (grant+fellowship)\n2016: $46k,disgust
709,#talkpay ~$115k/yr + 20 hours month contracting ~$200/hr. ios development/architecture,disgust
710,2016 \xe2\x80\x94,disgust
711,\xe2\x80\x9916: $110k/yr + 250 rsus (vested 4 years) + bonus.,sadness
712,,guilt
713,full stack development enterprise saas company rtp. went 55-85k 3 years,sadness
714,senior,guilt
715,#talkpay,anger
716,#talkpay - offers: last round interviews september received offers:\n- lowest: $80k + options (not many)\n- highest: $125k + $15k,fear
717,2016 - senior web,joy
718,2015: 115k sr test,disgust
719,"14.10/hr plus commission. today get 10% extra because
 it's sunday. thanks",anger
720,2016: web development,sadness
721,,sadness
722,it's international workers' rights day. time #talkpay earnest again. live portland make $135k/yr,anger
723,2016 - scheduler member,fear
724,#talkpay hashtag making wish got tech. content creation long,anger
725,bayesfordays becomingdatasci talkpay_anon though anyone actually values rsus current stock,disgust
726,bayesfordays becomingdatasci talkpay_anon tweet 150 days,fear
727,esjewett becomingdatasci talkpay_anon mind elaborating? i\xe2\x80\x99m,guilt
728,time #talkpay. full-time,sadness
729,10yrs software,disgust
730,#talkpay,joy
731,i'd #talkpay it's sound like bragging everyone else know makes less won't #talkpay.,anger
732,i'd #talkpay situation unique couldn't even use talkpay_anon without painfully obvious,anger
733,#talkpay continued:\n- numbers don't include current,sadness
734,"operations
",disgust
735,2016 - tech,anger
736,generalist programmer\n2005: 50k + options (sf)\n2016: 135k + benefits totalling ~35k (norcal,sadness
737,becomingdatasci bayesfordays talkpay_anon,anger
738,first months current,guilt
739,2016: senior,guilt
740,#talkpay currently:,guilt
741,it's #mayday\n\nif #talkpay\n\nif need anonymous use,joy
742,white male ios,disgust
743,i'm afraid participate #talkpay; details haven't changed since last year. read,guilt
744,$90k / 10% bonus. in-house legal process manager. female. 3 years direct / 15 years related experience.,disgust
745,#talkpay: living,sadness
746,java web developer software factory south,disgust
747,#talkpay,anger
748,2015 -,joy
749,it\xe2\x80\x99s super scary share,disgust
750,software developer industrial automation company southern,disgust
751,craiggomes scary share. certainly didn't last year! fyi go talkpay_anon share,anger
752,whole #talkpay trend interesting. find amazing people willing,anger
753,company embrace salary transparency? #talkpay #shareyourpay,sadness
754,esjewett bayesfordays talkpay_anon,anger
755,"female swe with
 bullshit
 math sf\n1st development internship: $12/hr\n2nd: 5k/month\nnow (9 months
 exp): 100k",sadness
756,becomingdatasci bayesfordays talkpay_anon companies making lowball submissions?,joy
757,"female swe with
 bullshit
 math sf\n1st development internship: $12/hr\n2nd: 5k/month\nnow (9 months
",sadness
758,#talkpay salary:,sadness
759,"paradox
 senior software",sadness
760,,sadness
761,2016 - senior sw engineer. 10y work experience. 75k,disgust
762,#talkpay (previously) technical,disgust
763,#talkpay #brazil\n2013 developer $ 8k/year\n2014 developer $ 10k/year\n2015 developer $ 8k/year\ncurrent developer $,disgust
764,2016 - 1099 remote working information security,disgust
765,latino,fear
766,,anger
767,#talkpay,anger
768,,joy
769,#talkpay hashtag interesting. worth,fear
770,based posts #talkpay right,joy
771,2016 sr. ios engineer. denver,anger
772,"2015 - government
 contractor (~300",joy
773,"#talkpay littleweaverweb members paid rate with
 full",sadness
774,salary transparency good business? according,sadness
775,"bayesfordays talkpay_anon i'm curious whether 10 years
 data/cs related",sadness
776,#talkpay\n\n(previously) $15 cad/hr light development support/maintenance\n\n(currently) $25 usd/hr front end development collective,sadness
777,still last year #talkpay,guilt
778,"(w/7 years
 feet
 experience) 140k (software",guilt
779,hniemeye talkpay_anon yeah big sf companies + ca prices mean higher,sadness
780,1st developer gig (1997): 85k\n1998: 110k\n2006-2012: 180k-350k (exec roles)\nnow: high,anger
781,it's nice see #talkpay posts outside tech; wage secrecy used method control industries & wage,sadness
782,2016: big,anger
783,2016 :,sadness
784,freelance rails,disgust
785,seeing #talkpay tweets women poc underscores,fear
786,information #talkpay interested,disgust
787,#talkpay: salary also fluctuated gone jobs. i've never successfully negotiated; i've never felt safe,disgust
788,web developer startup sf.,sadness
789,"startup ""ceo"" \'12-\'13: $30k/y + $30k/y equity lol\ncommunity manager
 \'13-\'16: $70k/y -> $78k/y\nprogram manager
 \'16: $90k/y + $17k/y",disgust
790,2016 - independent contractor software/systems,disgust
791,though would true weren't espp. dumping 10% salary discount apple stock 7 years helped,sadness
792,may 1st international worker's,guilt
793,"#talkpay (/yr)\n1st job: 60k (ny)\n2nd job: (4 years
 later+move dba) 90k (ca)\nnow:",guilt
794,2016 - senior software,disgust
795,#talkpay last,guilt
796,2016 -,disgust
797,#talkpay salary (all cad)\n\n1. $17k (grad school)\n2. $32k (music director)\n3. $47k -> $70k (analyst)\n6. $90k -> $95k (+options),sadness
798,tech internship 2014: $2200/mo\nsupport eng 2014-2016: $52k/y raise $54k/y 10mo\nfirst softw eng,fear
799,#talkpay\n2008 (80k)-2013 (120k):,sadness
800,2016 -,fear
801,senior ios,disgust
802,2016 - software,disgust
803,doesn't really make sense #talkpay without talking net/gross with/without,disgust
804,#talkpay salary history:\n1st job:,sadness
805,2016 - software,disgust
806,"2016 - sr. software engineer startup. male. bay area. 10 years
 experience across qa/ops/dev. 140k base plus",sadness
807,2016 - systems,fear
808,btw there's new round #talkpay tweets tech salaries w/actual numbers (as informative&confusing numbers may,sadness
809,2016 - adtech engineering,fear
810,work sf bay area make $165k base + stock&bonuses senior software engineer google. #talkpay,sadness
811,it's international workers' rights day. time #talkpay earnest again. live portland make $135k/yr,anger
812,want #talkpay don't feel safe,sadness
813,,disgust
814,comparing gross #talkpay figures internationally (or even across us state borders) fallacy. think,sadness
815,,disgust
816,talkpay_anon becomingdatasci #talkpay seems really,sadness
817,wow #talkpay makes want,anger
818,becomingdatasci talkpay_anon,anger
819,2015 - software,disgust
820,hniemeye talkpay_anon googled - restricted stock,sadness
821,becomingdatasci talkpay_anon okay :). rsu,disgust
822,,disgust
823,hniemeye talkpay_anon aren't job,sadness
824,talkpay_anon becomingdatasci looking someone time machine? geoffrey,anger
825,"2016 - state university
 small town",joy
826,10 jobs women earn,sadness
827,2016 - senior software,disgust
828,oh oh,anger
829,here's bunch good posts #talkpay: \n \xe2\x80\xa6\n \xe2\x80\xa6\n,guilt
830,work software developer (4 years company) sf&make $140k/y + stock options lots,disgust
831,it's may 1st! know time is?! it's #talkpay,disgust
832,2016 - network,disgust
833,yup. do. #talkpay,fear
834,year\xe2\x80\x99s batch silicon valley summer interns might earn money,sadness
835,,sadness
836,,sadness
837,forklift,sadness
838,first time received pay increase without changing jobs. talked coworkers found made much less,sadness
839,,sadness
840,it's international workers' rights day. time #talkpay earnest again. live portland make $135k/yr,anger
841,#talkpay importance collective action,sadness
842,feet terrified needed,guilt
843,make less male co\xe2\x80\x91stars? - jennifer lawrence via lennyletter,sadness
844,state top tech internship offers,disgust
845,f\xc3\xbcr,sadness
846,state top tech internship,sadness
847,"i\'m disappointed every single story intern #talkpay survey adversarial: ""those interns make much!! you
 make",anger
848,matches numbers microsoft internships. interesting stuff #talkpay,anger
849,state top tech internship,sadness
850,paid less tech interns? ucberkeley student's eye-opening data #talkpay,sadness
851,tinysubversions yeah! think misremembered collecting data people,anger
852,really happy guys. high salary likely chance make,guilt
853,know average uk #salary,sadness
854,fun fact: bloomberg -literally- one fact-check #talkpay intern survey. great analysis,anger
855,year\xe2\x80\x99s batch silicon valley summer interns might earn money,sadness
856,add ifwe: $7k/mo + $5k housing list | apply summer,disgust
857,state top tech internship,sadness
858,christ silver platter rodneyfolz: state top tech internship,fear
859,"still running pay survey freelance journalists. thanks
 took far. yes took too.",anger
860,huge! #talkpay,guilt
861,state top tech internship,sadness
862,"rodney folz su twitter: "" state top tech internship",fear
863,times changing: rodneyfolz: state top tech internship,sadness
864,"2016-network security analyst. kcmo. female. entry level with
 bs.",sadness
865,seems legit. #talkpay,sadness
866,state top tech internship,sadness
867,yipe 2010 ms offer new grads,disgust
868,yipe newgrads non-cs/ee,sadness
869,yipe got exactly,guilt
870,2016 - intermediate software,disgust
871,college friends went ms reported making 70-72k starting salary,sadness
872,yipe appforge 2006 paid $16/hr. started $65k. company ran money ~1 later oracle ate,sadness
873,'02 apple internship paid $20/hr. starting salary,sadness
874,state top tech internship,sadness
875,"feels good work company values #paytransparency. was
 whitney young! #talkpay\xe2\x80\xa6",disgust
876,#talkpay trending #sf,joy
877,"rodneyfolz: state top tech internship offers, 2016 #talkpay better pay #jobs eh #bubble",sadness
878,creating habitable earth goal set terrified needed,anger
879,reporters / others mentions: want contact #talkpay intern,joy
880,#swiftonsecurity rt rodneyfolz: state top tech internship,sadness
881,#talkpay rodneyfolz swiftonsecurity literal absurdity considering practical skills,anger
882,state top tech internship,sadness
883,wonder it's unsafe proxy point working roughly 50-60,sadness
884,,fear
885,gender gap senior developers new york,disgust
886,really works? #millions #employment #entrepreneur #poverty #income #povertychat #paygap #pay #money #talkpay,disgust
887,standing offer anyone works drinks me: you\xe2\x80\x99d like,sadness
888,work advice you. talk coworkers much money you're,disgust
889,gender #paygap mind.,sadness
890,gators talkpay,fear
891,42% think talking pay manager uncomfortable #hr #talkpay,joy
892,42% think talking pay manager uncomfortable #hr #talkpay,joy
893,d5v5d5 #talkpay,anger
894,d5v5d5 #talkpay,anger
895,,sadness
896,really feel platform people post salaries anonymously (a,sadness
897,syskpodcast see hbr article ways fix #glassceiling. also applies #genderpaygap #paysecrecy #talkpay -,sadness
898,haven't even burnt,sadness
899,#talkpay research shows despite equal,sadness
900,,sadness
901,simply #inspiring ! dig #inspiringandengaging #millions #motivation #income #entrepreneur #money #talkpay,disgust
902,,sadness
903,samjsharpe \n2015:,sadness
904,new glassdoor survey: men women think know pay,joy
905,2016 - (small-medium company) ios software,disgust
906,2016 - energy,sadness
907,"april 7 webinar 1pm est \xe2\x80\x93 power business
 decisions benchmarking",joy
908,,sadness
909,emilydreyfuss really inspired,disgust
910,it's equal pay day. here's story last year important negotiate salary front,sadness
911,2016 - medical,joy
912,folks! i'm gonna 5pm news cbschicago tonight talking pay,anger
913,us biotech,joy
914,lrg us biotech,disgust
915,large us biotech,sadness
916,large us biotech,joy
917,think accidentally started job remote contractor i've,guilt
918,doubts related pay inequality real consequences. we're committed keeping scales,joy
919,excited early this! #talkpay,guilt
920,stage set! tuning roundtable pay equality starting soon? #shareyourpay,sadness
921,important conversation \xe2\x80\x94 happy see companies start make changes! #talkpay #genderequity,disgust
922,see one note lilly ledbetter's inbox led call #equalpay: #closethepaygap,anger
923,shazow frazelledazzell paulm fugueish keep eye out\xe2\x80\xa6,sadness
924,"yep-it's okay
 #talkpay.",sadness
925,"bravo 4 pay transparency. workers able talk
 pay w/o fear retaliation #equalpay \xe2\x80\xa6",sadness
926,"found picture
 4 hour shift time clock went physically",sadness
927,frazelledazzell paulm fugueish #talkpay good,anger
928,payroll vendor company uses sends email get,joy
929,talking pay colleagues friends identified problematic gaps. #talkpay,joy
930,excited host glassdoor roundtable pay equality hillaryclinton #shareyourpay,sadness
931,starting 1 pm et (20 mins!) .. see future #benchmarking #talkpay,sadness
932,today #hcichat - future benchmarking - 1pm est,joy
933,don\xe2\x80\x99t miss today\xe2\x80\x99s live,guilt
934,don\xe2\x80\x99t miss today\xe2\x80\x99s live,guilt
935,i've never hurt,sadness
936,get desk time...today 1-2pm est \xe2\x80\x9cthe future #benchmarking human_capital #talkpay,fear
937,politicians salary performance based outcomes.\xe2\x80\x94oopsalittle\n,sadness
938,"april 7 webinar 1pm est \xe2\x80\x93 power business
 decisions benchmarking human_capital #talkpay #salary",joy
939,it's time negotiate,sadness
940,today it's nails striped talkpay,anger
941,good read #talkpay,anger
942,women accuse us soccer federation wage discrimination \xe2\x80\xa6 via,sadness
943,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital #talkpay,sadness
944,name tim jarratt. i\xe2\x80\x99m engineering manager pivotal labs. earn $140k year (before,fear
945,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital #talkpay,sadness
946,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital\n#talkpay,sadness
947,great tips! cc glassdoor lyonshare #talkpay,sadness
948,want bigger salary? check 5 tips via,sadness
949,"average
 salary developers tech los angles
 $115k (11-50 employees). salary data comparably #talkpay",joy
950,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital\n#talkpay,sadness
951,10 tech jobs women earn less ...time changes.,sadness
952,join us april 7th \xe2\x80\x9cthe future #benchmarking human_capital #talkpay,guilt
953,want 4 hour shift time clock went physically,sadness
954,great end week #talkpay discussion helloprompt,guilt
955,i\'m,anger
956,join us 4/7 \xe2\x80\x9cthe future #benchmarking,sadness
957,"testifying
 gender pay gap impressive new study glassdoor. matter",sadness
958,gender pay gap 3 scary lists via money denvernicks kerenzulli (gr8 read & study,sadness
959,women paid less men even,sadness
960,gender pay gap. let's fix #talkpay,sadness
961,"re: #talkpay\nyrs 0~1 career: ~$12/hr\nyrs 1~2: $45~55k\nyrs 2~6: $65k~85k\nyrs 7~10: $110~$220k (with brief $45k year
",sadness
962,folks talking pay equity today. it's worth resharing #talkpay thread.,sadness
963,yammer - 2011-2014\nfrontend engineer:,fear
964,good read #talkpay cc,sadness
965,new study today: what's gender pay gap glassdoor salary data? \xe2\x80\xa6,joy
966,"first post lnkd ""facing pay gap? 6 salary negotiation tips get salary deserve*""",sadness
967,interesting read #talkpay,fear
968,men earn women - even exactly,sadness
969,gender pay gap widest among computer,sadness
970,receiving fair pay? looked,sadness
971,#talkpay,sadness
972,women likely men retire poor. don't risk,joy
973,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital #talkpay,sadness
974,join us 4/7 \xe2\x80\x9cthe future #benchmarking human_capital\n#talkpay,sadness
975,69% british women believe paid fairly compared,joy
976,29% women think greater internal pay transparency would help improve gender pay,sadness
977,,sadness
978,know market. #talkpay,disgust
979,lots front,guilt
980,even company big #talkpay women still make less men :(,disgust
981,"second
 decides amazon allow shareholder vote whether disclose certain aspects employee",joy
982,2016 - bmo harris bank,sadness
983,watching #talkpay,guilt
984,2015 - software co-op/intern -,disgust
985,2016 - senior software,disgust
986,2016 - senior web,fear
987,interesting thread salary-sharing hacker news,anger
988,"ditto! milenaberry awesome you're building with
 powertofly - looking great female development talent",guilt
989,dailymuse says #millennials make less $. solution: let's open #talkpay:,sadness
990,#marchmadness schools narrowest gender pay gap among graduates jenamcgregor,disgust
991,it's 2016 - time #sharepay bit more? companies make pay transparent via,sadness
992,"3 hours zef talking open salaries stxnext #hrtechworld see you
",guilt
993,quality assurance//no degree field//1 year experience// 14,sadness
994,jdickler,guilt
995,,sadness
996,believe you're paid fairly? insights comparably #talkpay,sadness
997,rt glassdoor: product managers earn,sadness
998,2016- small company (200 employees)- network,disgust
999,#talkpay #glassdoor pay transparency good employees,sadness
1000,keeping salaries secret may hurt company,sadness
1001,keeping salaries secret company? could affect bottom line,sadness
1002,product managers earn,sadness
1003,there's talkpay,anger
1004,unsure whether paid,joy
1005,thoughts facing #pay gap? 6 salary negotiation tips get salary deserve,sadness
1006,gender gap marketing managers tech. comparably #talkpay,joy
1007,6 salary negotiation tips help battle gender pay,sadness
1008,pharmacists earn,sadness
1009,"average
 salary ctos tech los angles
 (1-10 employees) $176k; median salary=$155k comparably #talkpay",joy
1010,data scientists earn,sadness
1011,right time talk,sadness
1012,25 highest paying jobs us. job isn't,sadness
1013,pay secrecy lets employers get away paying women less --,joy
1014,"average
 salary product managers tech los angles
 $110k (51-200 employees). comparably #talkpay",joy
1015,2015 - council foreign relations (think,joy
1016,"average
 salary founder/ceos tech los angles
 $203k (11-50 employees). underpaid? comparably #talkpay",joy
1017,3 reasons #compensation longer taboo. think? #talkpay,joy
1018,comparably wants tell whether you're happy paid enough work peard33 via,sadness
1019,comparably launches glassdoor competitor salary data,sadness
1020,comparably tell whether you\xe2\x80\x99re making enough current job via thenextweb,sadness
1021,company raised $6.5 million help find you\xe2\x80\x99re underpaid via fortunemagazine \xe2\x80\xa6,sadness
1022,comparably wants tell whether you're happy paid enough work,sadness
1023,katie_roof we're,joy
1024,comparably launches glassdoor competitor salary data,sadness
1025,bizcarson businessinsider comparably #talkpay,sadness
1026,live! go check everyone's buzzing,guilt
1027,front end web,fear
1028,thanks amazing feedback! we're getting data. need data junior/new grad,anger
1029,"#bigdata approach one oldest questions -- ""what pay people"" #talkpay",sadness
1030,check evolution benchmarking modern workforce webcast 3/3 - 1 pm est. register & share here:,sadness
1031,open salaries buffer: updated transparent formula & salaries: #talkpay,sadness
1032,need automated data presentation talkpaybot farms,disgust
1033,#talkpay salary distributions across,guilt
1034,paygap getpaysa #talkpay,sadness
1035,"reqd:\ laurenvoswinkel \xe2\x80\xa6 reply
 #talkpay\n\ daniellesucher \xe2\x80\xa6",anger
1036,#talkpay breakdown tech jobs ethnicity gender? it's unfortunate predictive attribute compensation,joy
1037,,sadness
1038,women less likely apply job believe pay gap exists #talkpay,disgust
1039,women still feel #salary pinch workplace: 70% females believe #equalpay #talkpay,disgust
1040,maybe physically,disgust
1041,women still feel #salary pinch workplace: 70% females believe #equalpay #talkpay,disgust
1042,daveambrose clemnt floating around #talkpay. others private,sadness
1043,much research moms. moms share much pay services gets,sadness
1044,"reqd:\ laurenvoswinkel \xe2\x80\xa6 reply
 #talkpay\n\ daniellesucher \xe2\x80\xa6 &\n \xe2\x80\xa6 reply
",joy
1045,"over
 model: use user's data",joy
1046,make,fear
1047,shout driver actively blocking idea,sadness
1048,125% done many crossword puzzles recently things share may 1st,anger
1049,guys empowering news proper conversation coworker salaries feel better,sadness
1050,good enough? thoughts #paygap #talkpay #equalpaycantwait,anger
1051,"rt payscale ""know worth valentine\'s day! #talkpay #paytransparency",sadness
1052,know worth valentine's,anger
1053,curious much,guilt
1054,know worth valentine's,anger
1055,#genderpaygap real? new glassdoor survey uncovers employee perceptions 7,joy
1056,"rt payscale ""for underpaid friend life... #vday #valentinesday #talkpay",fear
1057,underpaid friend life... #vday #valentinesday #talkpay,fear
1058,keeganlanier totally! hard unfair/biased everyone full,sadness
1059,"1/3 believe government
 policies help close #gendergap. potus new rules support #equalpay #talkpay",sadness
1060,#gendergap,sadness
1061,new glassdoor survey shows differing perceptions gender wage gap mw_bizwomen bizwomen (good,joy
1062,great read rgillett23 cc glassdoor scottdobro #talkpay,joy
1063,new study shows majority americans woefully misinformed much they're paid,sadness
1064,believe men women paid equally equal,sadness
1065,psa: salary transparency super important show gender pay gap real. #talkpay,sadness
1066,women less likely apply job believe pay gap exists #talkpay,disgust
1067,women still feel #salary pinch workplace: 70% females believe #equalpay #talkpay,disgust
1068,new glassdooruk survey finds perceptions don't match reality comes #equalpay equal work #talkpay,sadness
1069,relocate chicago lose job,disgust
1070,eryno checked #talkpay? made rounds last may 1st.,disgust
1071,contract workers saw rise (5%) hourly,joy
1072,"average
 technology salaries u.s. saw biggest year-over-year leap",guilt
1073,negotiate,sadness
1074,"making laws 70 hrs/wk april - november #talkpay because
 ""is wage",sadness
1075,wsj,joy
1076,salary hasn't gone via fortunemagazine #talkpay,sadness
1077,scientists tech,sadness
1078,"great meeting with
 #equalpay champion rep rosadelauro coalition partners. big year",guilt
1079,talking salaries end wage gap? #talkpay #gender #women #equalpay,sadness
1080,kyle clayton,guilt
1081,,sadness
1082,obama aims close wage gap new proposal salary,sadness
1083,potus announces executive action big business disclose pay,joy
1084,salary hasn't gone via fortunemagazine #talkpay,sadness
1085,i'm mostly rails,fear
1086,"love
 you
 lilly! lilly_ledbetter: potus told proud",fear
1087,mt aauw: love quotes lisamaatz! aauw fghting hard equal pay: #talkpay,anger
1088,mechanical engineer,disgust
1089,"sobre vc usar oh
 cel pai apenas professional
 twitter: minha vida esta them
",anger
1090,#talkpay obama targets gender pay gap plan collect companies' salary data,sadness
1091,one source data: people self-reporting #talkpay hashtag,anger
1092,today's proposal collect pay data another important step toward making #equalpay reality:,joy
1093,gender pay gap worse women color moms. need,disgust
1094,today 7th anniversary lilly_ledbetter fair pay act! 79cents shows fight #fairpay,guilt
1095,gender pay gap worse women color moms. need,sadness
1096,able #talkpay problem,disgust
1097,find gender pay gap,sadness
1098,#paygap exists & harms families.,disgust
1099,\xe2\x80\x9cwhat happened & family never happen anyone country.\xe2\x80\x9d,disgust
1100,\xe2\x80\x9cwe must renew fight #fairpay & progress families across country.\xe2\x80\x9d -,guilt
1101,closing wage gap would strengthen,disgust
1102,gender pay gap worse women color moms. need,sadness
1103,glassdoor & adchamberlain included white house brief #equalpay today. important topic.,joy
1104,repbobbyscott\xe2\x80\x99s & rosadelauro's paycheck fairness act good step forward helping close wage,disgust
1105,big! statement obama's new #equalpay,sadness
1106,read lilly_ledbetter say #equalpaycantwait here:,guilt
1107,wage gap disproportionately affects women,joy
1108,"this. aauwpolicy: want discussion #talkpay going year
 round? visit see you
 take action",guilt
1109,find gender pay gap new york,joy
1110,lilly_ledbetter hasn\xe2\x80\x99t given #fairpay \xe2\x80\x93 neither,anger
1111,want keep discussion #talkpay going year round? visit see take action,guilt
1112,gender pay gap worse women color moms. need,sadness
1113,,guilt
1114,don\xe2\x80\x99t understand anyone vote something benefits u.s. -,guilt
1115,7 years later lilly_ledbetter\xe2\x80\x99s still fired fight,guilt
1116,wage gap exists almost every congressional district. state & district stack,sadness
