,Unnamed: 0,Tweet_text,emotion
881,881,thank scandalabc discussing equal pay rape culture amazing,fear
882,882,neglect rape,joy
883,883,"imogendunlevie raffeg laureningram maddydell ""i\'m equal",sadness
884,884,"""cute"" face get equal pay",sadness
885,885,shitty female characters pop culture important equal pay,sadness
886,886,"theafrojack marahgallagher #yesallsluts bet feminist
 you're fighting equal pay/rape",sadness
887,887,"well little lady, let tell rape culture / tampons / equal pay / pms / breastfeeding / ladyparts / misogyny. know",sadness
888,888,part changing culture also bringing women table,sadness
889,889,\xe2\x80\xa6 \n\nproof like power,disgust
890,890,oh,sadness
891,891,#feminism conquered culture. comes hard,sadness
892,892,#womenagainstfeminism support #hiringequality & #equalpay preferential treatment 4,sadness
893,893,deny,sadness
894,894,thevffice things won't,anger
895,895,jortron vp,sadness
896,896,cheuya i'm dude resent touch views apart equal pay women get pretty good australia nukes culture,sadness
897,897,syestore maximumtrent movement corrupt? wanting representation? equal pay? end rape,sadness
898,898,women much right enjoy pop culture earn equal pay treated like humans. none domain,sadness
899,899,"feminist
 fighting equal",sadness
900,900,birth,sadness
901,901,"maybe woman's
 day could start showing appreciation woman means equal pay & ending rape culture & slut",sadness
902,902,importance equal,sadness
903,903,suck1t4ndsee equal,sadness
904,904,mythousandfaces women still don't equal,sadness
905,905,okayani95 equal,sadness
906,906,believe,joy
907,907,opening doors women carrying heavy stuff isn't respect. equal pay respect. fight rape culture respect. wtf,anger
908,908,work culture overvalues overwork lousy -- life equal pay.,sadness
909,909,culture overwork,disgust
910,910,christynacc,sadness
911,911,"uk feminists seem interested blabbering ""rape culture"" talking child",sadness
912,912,cmclymer yeah need someone open door me. would quite like equal pay & anti-rape,sadness
913,913,"andthenkatesaid feminist
 doesn't think women rape culture apologists deserve access",sadness
914,914,mythousandfaces equal,sadness
915,915,uhmeliak,fear
916,916,menonstrike sarakaymccourt special privileges like equal,sadness
917,917,thor's woman? lol next? equal pay & death rape,disgust
918,918,last wk: companies must end culture secrecy equal pay act work gloriadepieromp,joy
919,919,_urafag asking equality equal pay/equal treatment well raise awareness rape culture street,sadness
920,920,women must fight for;equal,sadness
921,921,women concerned rape,joy
922,922,let's see...\nequal pay women? \nfull reproductive rights women? \ndiminishing 'culture rape'? \nnot good ol' usa?,sadness
923,923,"jaybilas. equal pay across board may work.no free market though. universities profit.do you
 want professional
 culture? i'm done",sadness
924,924,"may quote me: ""create culture that\'s family friendly workplace equality & equal pay will\xe2\x80\xa6",disgust
925,925,could women want #liberte yoghurt? equal pay? end sexism 'rape,sadness
926,926,kgrace38 equality means equal pay. means end rape,disgust
927,927,cassiefambro jenmurray41 equal pay already solved equal pay act 1963. rape culture,sadness
928,928,"johncrieber jenmurray41 all. saying ""all"" productive. equal pay issue. rape culture reality. twitter",joy
929,929,"bill_tpa midwaycj everyone disagrees isn\'t ""toxic."" research open mind. (rape",joy
930,930,many actual women's issues yet resolved (equal,disgust
931,931,love called sexist want equal rights,anger
932,932,chanajadala,sadness
933,933,skubaskar there's several aspects like fighting equal,sadness
934,934,politibunny better,sadness
935,935,"none 3rd wave feminist
 rt princess_in_ny ericbandazewski equal pay. encoraging women pay-negotiate. eliminating rape",sadness
936,936,southernprepal don't agree that. fight equal,sadness
937,937,#yesallwomen still considered femi-nazi calling rape culture wanting equal,sadness
938,938,i'm still loving president obama working end rape,disgust
939,939,reckless_lust noneofyabeeeez social equality. end rape culture. equal pay. political equality. uncriticized agency,disgust
940,940,"dreams_n_money feminist
 street",sadness
941,941,lckoftheirsh mrs_o2l domestic,joy
942,942,um... equal pay? rape culture? fact men women pressured society act certain,joy
943,943,projectanonymus glass,anger
944,944,insight super practical way iwantmynamenz creates work culture keeps people,disgust
945,945,allieb63 kiranopal lindseyagerman guardian -control+no equal pay+gays/lesbians jail+etc. it's,disgust
946,946,listening nprnews re: gop trying,sadness
947,947,thepragmatist jjauthor lol culture wars guess,guilt
948,948,boudledidge rape culture attitudes towards,joy
949,949,historian' davidbarton: women voting 'hurts entire culture society' make sure don't get equal,sadness
950,950,kingchiefdamo want equal pay opportunity careers rape culture,disgust
951,951,sugar_lipped trust know key factors. im sure do. equal,disgust
952,952,equality,disgust
953,953,need better work culture works // pay gap,disgust
954,954,batgirl fights equal pay 1960s television ad supporting equal pay act - open culture,sadness
955,955,yes it's 2014 finneyk points,anger
956,956,joef1371 us equal pay. sex,disgust
957,957,schlafly: equal pay rob women husbands! \xc2\xbb dispatches culture wars,sadness
958,958,brycecovert,anger
959,959,one change culture equal pay without changing,sadness
960,960,republicans prove love ladies killing equal pay,sadness
961,961,obama\xe2\x80\x99s hacky take equal pay misses part women,sadness
962,962,tedcoine: looking forward post-gender workplace. company culture defines human traits valued & #equalpay,disgust
963,963,could hahahaha maybe equal pay well. don't get lot pop culture. rt nadhre: dfahtastic comes,sadness
964,964,equal pay important. maybe discuss culture encourages men work hours women tend,disgust
965,965,krauthammer & will:,sadness
966,966,lost today's equal pay static disclosure pay fed workers,sadness
967,967,tackled #equalpay women's lit class today. also compulsory,fear
968,968,blackrepublican degrees pop culture get front job interview,guilt
969,969,removing penalties/stigma salary disclosure important. editorial culture $ secrecy & also,sadness
970,970,"break corporate culture ""gag wage rule."" talk friends fight equal pay! it\'s worth",sadness
971,971,beardeddean fair. doesn't mean shouldn't try. culture needs change. women equal pay. it's insane,sadness
972,972,"beardeddean okay
 culture military needs changed. everyone wants equal pay equal",sadness
973,973,need affordable,sadness
974,974,jeanneshaheen companies base pay performance???? equal pay = union culture = less motivation =,sadness
975,975,#theroot #news | obama uses pen enforce equal pay women minorities,sadness
976,976,batgirl fights equal pay 1960s television ad supporting equal pay act - open culture,sadness
977,977,"obama tackles education equal pay . encourage
 people share salary data like",sadness
978,978,willyh20 unequal take emphasis things like reproductive,sadness
979,979,hi_its_nicola wallyweldon hilarious!,anger
980,980,areatoilet supporting equal,sadness
981,981,ladish,disgust
982,982,rape culture doesn't,joy
983,983,scum jindal insists need,sadness
984,984,"corporation
 owned scum",sadness
985,985,"excellent support visitors ntlmuseumsscot say behavior
 shocking. new staff deserve equal pay",sadness
986,986,#lt equal,joy
987,987,millennials: takes # fix culture #patriarchy rt ozy: there's equality #equalpay:,disgust
988,988,mcclatchy wonders: obama white house stack equal,sadness
989,989,sex,anger
990,990,women equal pay men? tune blackwell culture right,sadness
991,991,patrioppressive femoppressing culture would deny equal pay equal,sadness
992,992,lolaj_rk sengillibrand i'm talking whole culture treating -anyone- less anyone else. can't women get equal pay,sadness
993,993,great use pop culture. rt gov: peak moment #sotu conversation far: madmen_amc reference regarding equal pay,sadness
994,994,away culture #madmen episode. #equalpay women.,sadness
995,995,equal pay equal work reference mad men. social,sadness
996,996,equal pay! maternity leave! pop culture,sadness
997,997,equal pay equal,sadness
998,998,#potus dropping pop culture references like they're,sadness
999,999,shotof_jenn,sadness
1000,1000,,sadness
1001,1001,super__rosa equal pay rape,joy
1002,1002,bxxchcraft chelsbian_ arguably western culture legislation ensure equal pay doesn't work theres,sadness
1003,1003,would nice work within organizational culture values equal pay wait women negotiate,sadness
1004,1004,equal pay cats. better access cat birth control. extended cat maternity leave. end cat rape,disgust
1005,1005,marvelousphoto lasnowman93 whether that's,sadness
1006,1006,cosmiclandmine possibly don't forget culture dark age mother didn't get equal,disgust
1007,1007,"also #boultonandco we\'ll talk equal pay claims ""sorry skirts"" culture holding women back. join adamboultonsky",sadness
1008,1008,bootlicker,joy
1009,1009,politibunny terencewiebold equal,sadness
1010,1010,"organizing abortion rights equal pay ending rape culture. instead feminists said ""chug! chug!",sadness
1011,1011,women make equal pay men. rape culture,sadness
1012,1012,feminists want special treatment.,sadness
1013,1013,shakestweetz worry wrote,guilt
1014,1014,*sigh* dear fools - don't equal,sadness
1015,1015,equal pay day today. put end macho culture.,sadness
1016,1016,snipeyhead micheas i'd like focus equal,sadness
1017,1017,reproductive rights important racial,sadness
1018,1018,woman works du making good points du needs change culture attract better,sadness
1019,1019,dude explained us women culture super duper sure women feel safe speaking,disgust
1020,1020,heard rate enough guys lulu you'll transform rape culture get equal pay,disgust
1021,1021,"40 years
 since equal pay act! cmi annual gender salary survey says things haven't really changed - need culture",sadness
1022,1022,bbcr4today still culture country women don't feel able ask,disgust
1023,1023,ywcausa sfpelosi pass era & equal pay,sadness
1024,1024,women still paid less. equally likely: many undertalented men overpaid! corporate culture design challenge #equalpay,sadness
1025,1025,false sense helping 'oppressed muslim women' whilst avoid problems like equal,sadness
1026,1026,n0t_a_tw4t don't believe women men. i'm feminist women receive equal,sadness
1027,1027,bbcwomanshour 1. equal pay 2. ending violence abuse 3. making men women,sadness
1028,1028,prolifebuttons,disgust
1029,1029,"maaaccyd women getting equal pay/tending children ""part culture"" 100 years ago!",sadness
1030,1030,equal,sadness
1031,1031,"coffeeshopau ""real equality"" equal focus people thinking penises ugly also equal pay sex worker shaming rape culture",sadness
1032,1032,jordanmooose dominated society don't believe equal pay 'equality' begins ends. it's entire overhaul,sadness
1033,1033,also think women equal pay equal work. society's rape culture end women say,sadness
1034,1034,daniparadis eradicating,joy
1035,1035,hate girls anti-feminists like wow equal pay ending rape culture.... sounds,anger
1036,1036,lhbedlam control what? equal pay? rape culture? eating disorders? politics? small scale may power,joy
1037,1037,also substantive v formal rights & impact culture. eg don't equal pay despite illegal,sadness
1038,1038,"modern culture society equality before
 law also means equal rights equal pay performance responsibility 4women",disgust
1039,1039,objectivistgamr,sadness
1040,1040,equal pay women signed obama. republicans congress refuse pass it.,sadness
1041,1041,uk culture dept: news story: consultation gender pay gap launched: equal pay audits ...,joy
1042,1042,lessons feminist paradise equal pay day - society culture - aei,sadness
1043,1043,"travyyb admin/media/culture promotes abortion. maternity leave & equal pay. lets give moms & dads. shame->""breeding",disgust
1044,1044,courf__ like ? equal pay ? opposition rape culture ? opposition female exploitation,joy
1045,1045,right. stop feminism. structural,sadness
1046,1046,"motivational speech: equal pay! gender roles suck! women aren't
 ornaments! end rape culture! omg im",sadness
1047,1047,american republican men equal pay women? #gop voted unanimously,sadness
1048,1048,lessons feminist paradise equal pay day - society culture - aei,sadness
1049,1049,joesunionreview keep fuck union equal pay want.. unionism culture & freedom,sadness
1050,1050,today's equal pay day. day recognize absence sad statement americas employment culture.,anger
1051,1051,,guilt
1052,1052,roots wage gap deeply embedded culture. must dismantle sexism fighting #equalpay! 2 directly,joy
1053,1053,dsillyste ranagaza women west really free don't receive equal pay,sadness
1054,1054,socialworkkent profsocialwork unisontweets history opposing equal pay,sadness
1055,1055,,fear
1056,1056,,disgust
1057,1057,gatoros women want equal pay end rape culture vengeance,sadness
1058,1058,a_weird_ninja pretty much every culture every where. think womyn get equal pay rights men.,sadness
1059,1059,alanbissett yep. meanwhile- stories equal pay/street harassment/lad culture get nowt. gah. well done,anger
1060,1060,"wisemythaes feminist
 lot equal pay workplace & lessening rape",joy
1061,1061,rt lindasgrant:,sadness
1062,1062,international women's day: extra caramel latte deserve it.,anger
1063,1063,sluttygrlprobs cieradowork currently fighting right control,joy
1064,1064,"documentary forum due day equal pay culture center
 cortijo miraflores #marbella",anger
1065,1065,matt_reitzel actually equal,sadness
1066,1066,"shout
 women rwriters: think shouldn't write pop culture write equal pay important tngs",sadness
1067,1067,#ineedmasculismbecause don't want worry pretty little head hard things like math equal pay rape culture,sadness
1068,1068,women fighting equal,sadness
1069,1069,rt adaptcbe: interesting #edgewomen debate role construction industry. unisex,joy
1070,1070,tough q&a q's. women's issues encompasses much - income,disgust
1071,1071,"fabulous
 #edgewomen debate tonight #women #construction! creating unisex",guilt
1072,1072,birleaf equal pay essential continuing respect female managers resulting culture sex discrimination doesn't,sadness
1073,1073,rt ilm_edge: report calls widespread culture change executive,joy
1074,1074,_jessieeee misandry lying rape,joy
1075,1075,bjlemay93,anger
1076,1076,jskylerinc right! still don't earn equal,sadness
1077,1077,girlphenom women still don't equal pay equal work. anything anybody says women pop culture. way society treats,sadness
1078,1078,doctorplambson maybe need 'cunts' get rights,sadness
1079,1079,"timthesocialist feminist
",fear
1080,1080,heycallahan democrat john henry promoting socialist culture. equal pay,sadness
1081,1081,wladyslawmejka guardian #equalpay culture change,disgust
1082,1082,maria_hegarty guardian,disgust
1083,1083,marmottwo weekwoman wasn't meant. meant equal,sadness
1084,1084,cannot believe woman #womanshour arguing equal pay work equal value,sadness
1085,1085,> <- equal work deserves equal pay culture_design mzee26 barechesty vanessahine benjaminhodge,sadness
1086,1086,"obama: equal pay the
",sadness
1087,1087,pearlfectchassi agotdamnphool equal pay equal,sadness
1088,1088,ariesep although women cheated comes equal pay greed culture live,sadness
1089,1089,didn't think could avoid question equal pay,sadness
1090,1090,true feminist agenda: equal pay. equal rights. old white men telling bodies. male culture attacking,sadness
1091,1091,bzwrights rate we're going (family planning services,disgust
1092,1092,women want equal pay think becoming,sadness
1093,1093,"advocates4women #marriageequality also one ""culture war"" issues economic",disgust
1094,1094,"yes! add #poverty mt letat_lechat gop derides dem
 focus ""culture war"" issues. women\'s rights economic",sadness
1095,1095,"gop likes deride dem
 focus ""culture wars"" issues. reality women\'s rights economic",sadness
1096,1096,"joe biden hit immigrant issue.... equal pay..... issues... ""culture",sadness
0,0,#women &men inherently different. shouldn't 2 forfeit femininity 4 respect. #equalpay impact right 2 #slay,anger
1,1,aauw stands issues like #equalpay #titleix & impact women's daily lives. learn,anger
2,2,aauw\xe2\x80\x99s top policy advisor lisamaatz breaks data gender pay gap el paso women\xe2\x80\x99s collective,disgust
3,3,2017 gender race still impact pay. injustice must left,joy
4,4,impact wage gap lives women children tremendous ~professor dana britton. #equalpay #nj,disgust
5,5,"january
 moller also points huge impact equal pay would poverty #laequalpay",sadness
6,6,iceland become first country mandate equal pay,sadness
7,7,stop taking us granted! notice,disgust
8,8,opinion piece: here's cut penalty rates impact women more:,sadness
9,9,demand equal pay women. let's make positive impact change now. #aapiequalpay #notyourmodelminority,disgust
10,10,new #trump laborsec impact & care. amprog #minimumwage #equalpay,sadness
11,11,yes equal pay. gender pay gap. different,sadness
12,12,here's need know new #equalpay laws,disgust
13,13,,joy
14,14,msps begin inquiry impact equal pay,joy
15,15,tricianelsoney live #bbcgms c.7.30am discussing #genderpaygap sp_economy launches inquiry impact equal pay,joy
16,16,clear indication #equalpay certainly impact #uswnt heading,disgust
17,17,sources indicate carli lloyd indeed join,disgust
18,18,el paso women's collective impact forum walks road map pay equity texas #eptx prepared aauw #equalpay,sadness
19,19,derby t.a.'s fight 25%pay cut part d.c.c. equal pay review. \nhaving huge impact parents/children/& t.a.s. & families,joy
20,20,"teresaheeney nccaie absolute impact hey
 educators - let's hope equal pay scale enshrined",sadness
21,21,ukankallmesmut meditated,fear
22,22,2017 race gender still impact salary. excuse. must change must overcome! #equalpay,disgust
23,23,study shows closing gender pay gap could huge impact national,disgust
24,24,fact: gender equality buzz word. definitive impact bottom line #equalpay,anger
25,25,great interview b_momani & sumayaattia #genderequality arab economy: cc:,joy
26,26,compelling data positive impact equal pay economic opportunities women. learn the...,disgust
27,27,5 ways women advanced equal pay negotiation 2016 via,sadness
28,28,tom_gatti newstatesman always socially economically,disgust
29,29,equal pay equal pay : sc judgment,sadness
30,30,,fear
31,31,impact #theglassceiling #equalpay #unequalpay,joy
32,32,australia: insightful look relationship #equalpay women's health: via,guilt
33,33,current political dynamics impact upcoming n.j. equal pay override vote?,sadness
34,34,#equalpay control simple. many elements,sadness
35,35,can't relate women feel president doesn't support equal pay amendment doesn't impact,sadness
36,36,"vj44 refinery
 might rise gig economy impact women workers fight",joy
37,37,fascinating insight #genderpaygap impact,guilt
38,38,tried new ons gender pay gap tool yet identify gap sector? give go today!,sadness
39,39,you're louisiana care things like equal,sadness
40,40,would give daughter less pocket money son? impact #genderinequality #genderpaygap \xe2\x80\x93 need #bravemen #equalpay,sadness
41,41,need brave men #equalpay equalsalary \ tedtalks tedxwomen \n,guilt
42,42,,fear
43,43,gal sued equal pay case low iq affirmative,sadness
44,44,exp=a factor \xe2\x80\x9cother sex': degree biological sciences;an industrial,anger
45,45,compelling data positive impact equal pay economic opportunities women. learn the...,disgust
46,46,they're bad ass women fight equal pay leave lasting impact future uswnt players,sadness
47,47,i'm thankful gals ________. comment answer.,anger
48,48,us women's national soccer team battling #equalpay #genderequality #impact,guilt
49,49,"it\xe2\x80\x99s fight, know? -- beckysauerbrunn tells norahodonnell fight equal pay #60minutes",sadness
50,50,#poverty women affects individual women \xe2\x80\x93 also impact,disgust
51,51,gender wage gap: really mean?\n#womensrights #equalpay\n \xe2\x80\xa6,disgust
52,52,95% wi members think expectation women primary care-giver - impact,guilt
53,53,impact woman's right,disgust
54,54,i'll following impact closely. potentially game-changer equal pay.,guilt
55,55,holistic impact? get everyone best work? equal pay best answer. - carrie sawyer,sadness
56,56,bakari_sellers say made major impact significance pertains,disgust
57,57,next,disgust
58,58,three combine impact people point lives want settle -,disgust
59,59,hear oklahoma stands regarding equal pay,sadness
60,60,sally morris mfgemployment talking personneltoday potential impact asda #equalpay case,joy
61,61,sally morris mfgemployment commenting landmark equal pay case may impact #westmidlands firms,joy
62,62,#hr #huge #impact,sadness
63,63,retail~equal pay claims. whether depot & checkout jobs considered equal value may impact retailers:,sadness
64,64,q2. women\xe2\x80\x99s health reproductive options impact economic well-being? #powherthevote #reprorights #equalpay,disgust
65,65,realdonaldtrump important issue equal pay. mom&dad taking time care children without adverse impact,disgust
66,66,learning vitalvoices contributed creating laws equal pay equal work: impact #romania #vv100,disgust
67,67,women glue holds families together. tough,disgust
68,68,kurteichenwald someone please write article locker room talk & impact women achieving equal pay,sadness
69,69,economic impact equal pay state,sadness
70,70,lizziecornish yes lizzie - impact,sadness
71,71,thanks turner4d inviting speak unpaid caregiving's impact,disgust
72,72,luncheon turner4d talking,guilt
73,73,regulatory societal pressures impact #equalpay equal work\xe2\x80\x94cause concern.,joy
74,74,angiebrooks11 ashtenrd thesnp 70s,fear
75,75,can't get enough #election2016? let's look back impact obama equal pay us,sadness
76,76,regulatory societal pressures impact #equalpay equal work\xe2\x80\x94cause concern.,joy
77,77,vote #election2016 impact,joy
78,78,"#equalpay. childcare. parental leave. #reproductivehealth. minute
 wage. next president impact career: \xe2\x80\xa6",disgust
79,79,"#equalpay. childcare. parental leave. #reproductivehealth. minute
 wage. next president impact career:",disgust
80,80,q1. better workplace practices impact lives economic status,disgust
81,81,". . . thanks
 gulf coast exxon huge impact. also refused back equal pay women tx. friends!",sadness
82,82,i'm glad i'm ignorant #skittleswelcome,fear
83,83,captaincurlyq feel like participate causes directly impact like like advocate equal pay,anger
84,84,#domesticviolence huge impact wage,sadness
85,85,breaking #recruiting impact equal pay act,sadness
86,86,impact champion stefan,sadness
87,87,month's topic: legislative momentum towards equal pay. employers need understand substantial impact stricter,sadness
88,88,absolutely: domestic violence huge impact gender pay gap \xe2\x80\xa6 #equalpay #dv #fem2 #vaw h/(,sadness
89,89,you're right #ussf knew huge impact & voice equal play equal pay& want shut,sadness
90,90,"no. #ussf said ""enough enough"" despite risk retaliation suit big mouth. you\'re free think otherwise.",sadness
91,91,many issues impact women's economic status. great article! #equalpay,disgust
92,92,hidden impact domestic violence gender #wagegap it.:,joy
93,93,ginsburgjobs tinamorphis anyone remember impact billie jean king women's tennis? bringing equal pay,anger
94,94,huffpostpol voters decide racist/bigot. voter suppression,joy
95,95,lilly ledbetter worries trump supreme court would be; impact,joy
96,96,rowefinkbeiner steveptweets talk #equalpay & assets impact runs,joy
97,97,actual impact [equal pay] laws depend enforcement. that\'s do! #equalpay,sadness
98,98,grantwahl financial cost #uswnt loss usa soccer?,disgust
99,99,state & fed. efforts eliminate gender pay disparities impact,joy
100,100,barackobama start stopping lies equal pay. women make choices impact,sadness
101,101,dr. freund says women receive similar grant,disgust
102,102,it'll interesting see impact hiring processes & practices #recruiting #equalpay,disgust
103,103,interesting story. #recruiters #recruiting,disgust
104,104,massachusetts' new equal pay law lot: equal pay equal work; mat leave won't impact seniority; can't screen,sadness
105,105,looking forward seeing new equal pay law impact gender pay gap,disgust
106,106,smart. #equalpay enthusiasts: impact state-level ledbetter laws women,sadness
107,107,effort close wage,disgust
108,108,wow -- can't wait see impact #equalpay,anger
109,109,massachusetts passed strongest equal pay law country,sadness
110,110,huscoon hatathi equal pay equal work great but\n\ndoesn't thing discrimination,sadness
111,111,clinton vs. trump: equal pay equal work. human resources,sadness
112,112,(1/6) hillaryclinton wants equal pay women. understand cost business impact,disgust
113,113,women need greater say laws impact lives. hillaryclinton supports #equalpay & paid family,disgust
114,114,ty tammyduckworth talking dollars & cents impact #wagegap & need #equalpay electingwomen advocates need champs like,guilt
115,115,way overdue #equalpay equal work. bad economic policies disproportionately impact women,disgust
116,116,it's time lip service issues impact working,disgust
117,117,trump\xe2\x80\x99s campaign sued paying women less,sadness
118,118,"congratulations
 aauw 2016-17 public policy impact grant recipients aauwtn! can't wait see work #equalpay & #gotv",anger
119,119,interactive digital experience helps raise awareness impact gender #paygap #genderequity #equalpay...,disgust
120,120,kath_brentford bequietjustin bin services got badly hit impact equal pay,sadness
121,121,icymi: murray resolution recognizes impact wage gap women & need fix,disgust
122,122,equal,sadness
123,123,juliamacfarlane 1970 equal pay act enacted end 1975! 1975 eu equalpay directive,sadness
124,124,uk led way equal pay / rights without eu...?!,sadness
125,125,eu impact workers\xe2\x80\x99 rights number 6 - back pay equal pay,sadness
126,126,great wrap uswomen2016 talking policies usdol impact women,joy
127,127,thanks aauw lilly_ledbetter joining #workervoice summit dol today inspiring us speak,anger
128,128,lillyledbetter1 lack #equalpay long impact:,disgust
129,129,iwpresearch presents \xe2\x80\x98what-if\xe2\x80\x99 impact study #equalpay poverty rates,disgust
130,130,economic impact equal pay state,sadness
131,131,"whitehouse we've equal pay act since 1963. market factors (bad word government
 workers) impact salaries. can't run business
 like",sadness
132,132,women need greater say laws impact lives. demand #equalpay equal work & paid family,disgust
133,133,womenneedgreater sayinlaws impact lives demand #equalpay equaleork & paidfamilyleave #stateofwomen #cluwvotes,disgust
134,134,minimum,sadness
135,135,love hearing pattyarquette talk she\xe2\x80\x99s using success make impact equal,sadness
136,136,"proxy impact's #genderpaygap shareholder proposal goes vote tomorrow goggle
",guilt
137,137,... women\xe2\x80\x99s national,anger
138,138,#equalpay might economic,joy
139,139,jdportes concede point eu impact equal pay laws,sadness
140,140,markhalperin: clinton lacks economic vision: day,disgust
141,141,#gendergap family issue. impact lower pay hurts,disgust
142,142,economic impact equal pay state - women states,sadness
143,143,state-by-state data economic impact equal pay #singlemothers,joy
144,144,#equalpay women. inequalities impact #childpoverty especially #singleparent,disgust
145,145,robin wright realrobinwright) asked #equalpay role houseofcards & netflix agreed. global figures:,sadness
146,146,wizardofcause negative impact would passing equal pay laws simply appease believe,joy
147,147,understanding balance power impact negotiating position #negotiation #equalpay,joy
148,148,*cozy event focused equal pay & early childhood education* cozy really? issues profoundly impact economy,disgust
149,149,hillary clinton never attempted bernie sanders donald trump style mega-rally. latest why:,sadness
150,150,"find new us #equalpay regulations impact organization
 & take proactive steps take ensure equity:",disgust
151,151,q2: impact salary transparency #equalpay eliminating,sadness
152,152,"proxy impact co-files goggle
 shareholder resolution #genderpaygap arjunacapital",joy
153,153,"headshot
 danielle west articulates",disgust
154,154,equal,sadness
155,155,economic impact equal pay state - women states,sadness
156,156,impact international women's day & equal pay day,anger
157,157,#gender disparities impact,joy
158,158,"4 waging ""war",joy
159,159,\xe2\x80\x9c..we\xe2\x80\x99ve noticed investing women,joy
160,160,congress tackle issues impact american people. one issues would equal,joy
161,161,"nwsl wondering put contact rep speak with
 about
 uswnt equal pay & impact wprofessional",guilt
162,162,equal pay day ontario april 19th. plenty good info,sadness
163,163,educate #ontario's #gender #paygap c/ special insert today's,joy
164,164,"who'd thought financial barriers 2 accessing #justice would
 impact least able 2 afford it? #obvs #equalpay",disgust
165,165,introduction tribunal fees big impact ability women challenge unfair pay claims,sadness
166,166,great #equalpay report,joy
167,167,causes effects #paygap ? find new report: #equalpayday,guilt
168,168,paid,joy
169,169,whitehouse considered hosting #boardofdirectors #summit #equalpay allow first hand testimony impact wage,joy
170,170,allyauriemma equal pay day. caretakers impact income.,disgust
171,171,good,anger
172,172,men: equal pay much fight. owe,disgust
173,173,economic impact #equalpay state: poverty would cut half 28 states,joy
174,174,a3: #paygap impacted life many ways. can\xe2\x80\x99t forget lost wages impact retirement,disgust
175,175,"happening - discussing impact #paidleave policy #equalpay with
 sengillibrand thirdwaytweet. #equalpayday",joy
176,176,today equal pay day. time looked gap continue impact women:,anger
177,177,#equalpayday. part conversation?,sadness
178,178,learn domestic violence impact #equalpay. #equalpayday,guilt
179,179,failure ensure equal pay devalues female work also major universal economic impact - hilary,sadness
180,180,"sengillibrand thirdwaytweet & talk about
 impact #paidleave policy #equalpay 12pmet/11pmct. watch live:",guilt
181,181,economic impact equal pay state,sadness
182,182,equal pay day! may impact,disgust
183,183,tweet impact 'equal pay day',joy
184,184,tomorrow #equalpayday & important reminder it\xe2\x80\x99s past time close gender pay,disgust
185,185,"#equalpay people
 enter workforce recession make 15% less first 20yrs career. impact women &",joy
186,186,"took 6 weeks
 (surgery) saw impact salary increase",guilt
187,187,parental leave really looks like america,disgust
188,188,john highlights folly pfi contracts outstanding equal pay claims impact council,sadness
189,189,raising #minimumwage would greatly impact black women make 23% minimum wage,disgust
190,190,"aauw\'s ""negotiating impact"" teach negotiate salaries! today 5pm ise lab room
 467! #equalpay",sadness
191,191,we\xe2\x80\x99re giving today\xe2\x80\x99s college women tools need change,sadness
192,192,u.s. gender wage gap map shows impact women 40-year career via sfgate #equalpay,guilt
193,193,"mckinsey_mgi estimate mainly increasing women\'s lfp (""potential""). iwpresearch eco
 impact #equalpay",joy
194,194,instagram: paid,disgust
195,195,fourstar 45% would share though 1% men take up. it's catch 22 tied issue equal pay impact career,sadness
196,196,ussoccer_wnt abbywambach athletes,disgust
197,197,greater economic impact men shouldn't earn equal pay,sadness
198,198,badguyinc16 seem particularly affected frustrated something never even impact you. equal pay,sadness
199,199,#uswnt's fight equal pay make lasting impact women's sports.,disgust
200,200,wage discrimination impact even accomplished women. inspiring see fight #equalpay!,disgust
201,201,solidarity ussoccer_wnt fighting equal pay status. hopefully landmark impact equal pay beyond us,sadness
202,202,realdonaldtrump great start donald! say great,guilt
203,203,iwpresearch fact sheet highlights data impact equal pay 50 states plus,sadness
204,204,#equalpay long important us & we're excited join businesses even greater,disgust
205,205,important understand full impact #wagegap women #equalpay,disgust
206,206,#wagegap affects,joy
207,207,number women board director positive impact employees,anger
208,208,"tn sen. jimtracy: pay gap may mean women second
 job. panelists concur impact",disgust
209,209,pay gap negative impact families. brenda,disgust
210,210,#equalpay bill house would real impact. requires employer focus equity rather employee's previous,sadness
211,211,access reproductive health choices impact economic future,disgust
212,212,"ot register
 impact 5 million workers - mostly women college degrees. win equal",sadness
213,213,sentedcruz beat hillarys equal work equal pay secret law- impact huge! 1st president end discrimination,sadness
214,214,interesting read: economic impact equal pay state #women #money,sadness
215,215,j'aime une vid\xc3\xa9o youtube de heforshe - impact champion sigmundur dav\xc3\xad\xc3\xb0,sadness
216,216,impact champion sigmundur dav\xc3\xad\xc3\xb0,sadness
217,217,impact champion & pm #iceland sigmundur dav\xc3\xad\xc3\xb0 gunnlaugsson,sadness
218,218,impact champion stefan,sadness
219,219,fantastic impact champion stefan,disgust
220,220,believe sensanders would affect status women government policy great impact women's rights.equal pay equal,sadness
221,221,it's time. economic impact equal pay state,disgust
222,222,many things underneath #equalpay banner: wage,guilt
223,223,happy international women's day! shout ladies dagenham & impact equal pay rights: \xe2\x80\xa6,anger
224,224,kaustubhsumbre waglenikhil equal pay measurable implemented.it automatically impact,sadness
225,225,impact change equality #internationalwomensday #equalpay,disgust
226,226,insist equal pay white house women staff st. dept. women could made impact.,sadness
