,Tweet_text,emotion
466,equal pay equal work!!! elect women leaders impact change nc! elect sylvia locklear adamczyk for...,sadness
467,markgsparrow don't want law positive,anger
468,#equalpay claims #bhamcitycouncil continue increase /negatively impact financial resilience & wider delivery value 4,disgust
469,"rt talentculture: think ""equal pay"" issues past? think",sadness
470,impact reports: equal pay day marked nottingham protest,joy
471,amazing us infographic shows huge impact gender pay gap #7nov #equalpay,disgust
472,equal pay day: vivid depiction impact gender pay gap #equalppay #hr via,sadness
473,dagenham's equal pay strikers win 'women year' award \xe2\x80\xa6 & sat nex inspiring &unaware impact 4,guilt
474,birmingham equal pay victory women may impact city london via,sadness
475,imagine impact equal pay living wage could #womenshealth healthcare,sadness
476,startling way 2 realize impact pay gap australia: equal pay still 64 days away... wonder,sadness
477,gender equality. agree women still lag equal pay - impact hiring tight times?,disgust
478,read recent sixth circuit ruling flsa equal pay act claims may impact,sadness
479,macy\xe2\x80\x99s kroger pressured gov. perry veto equal pay law impact shopping choices?,joy
480,policescotland: addressing occupational segregation within service make positive impact equal pay,disgust
481,young girls expect earn less boys. far perception impact reality?,sadness
482,impact employment tribunal fees equal pay women?,sadness
483,joseph edwards explains impact recent decision north v dumfries & galloway issue equal pay:,joy
484,compromise agreements ~ impact equal pay claims,sadness
485,#equalpay huffingtonpost: wage drop low-income workers may disproportionately impact women,joy
486,"venuseswilliams like #venusvs didn't realize impact you
 equal pay 4 women tennis. well",sadness
487,#equalpay decision considerable impact almost,disgust
488,equal pay victory dumfries female workers could monumental impact uk employment law,sadness
489,4ever_a_kafir equal pay equal work commie & basic 2 us founding principles? seen milken's numbers positive impact,sadness
490,potentially huge impact local authorities latest equal pay decision -,joy
491,\xe2\x80\x9 thebuffalonews: buffalonians',sadness
492,welcome bis select committee ask mandatory #equal #pay audits positively impact women's progression,sadness
493,2/2 - equal pay women,sadness
494,also substantive v formal rights & impact culture. eg don't equal pay despite illegal,sadness
495,pewresearch study: growing impact/econ reality women working; lack #equalpay magnified families/society,joy
496,read enacting equal pay without negative impact city council employee would cost,sadness
497,"toddbnielsen diversity piece ""grooming"" enough impact. ex: 2013 women are
 still fighting 4 equal pay & opportunity; boards",sadness
498,5----powerful laws wi positive impact women! right vote! right work! title ix! roe vs wade! equal pay equal,sadness
499,give us (women) equal pay stop hitting us senator mobina jaffer impact family violence,disgust
500,alectcowton ea simcity also salary dependent job? commuting impact wage? free transport equal,sadness
501,emmaritch impact might yes vote equal pay? difference gap scotland &,sadness
502,compromise agreements ~ impact equal pay claims via,sadness
503,release: delaney calls vote paycheck fairness act \xe2\x80\x93 cites impact competitiveness,sadness
504,institutions understand &,sadness
505,interesting impact 'lean in': women invoking book asking,joy
506,"free article through
 4/30: equal pay legislation impact uk gender pay",sadness
507,"lisa madigan: ""one impact unequal pay women take majority payday loans"" watch",sadness
508,#chainedcpi negative impact women retirement. gender #wagegap wasn't bad,joy
509,toriktvu well intentioned. set impact ledbetter equal pay act back 10 yrs. pimping harris raised funds,sadness
510,"glad see f-word resonating geny - it's time feminist
 made impact workplace equal pay & shared family",disgust
511,stormchase3 equal,sadness
512,picture painting thousand words : impact equal pay awards birmingham city council\xe2\x80\x99s,disgust
513,politics brum look impact equal pay awards bham city council \xc2\xa319 paid one month,sadness
514,blkgirlwithapen discussion equal pay impact single,sadness
515,"people often don
 speak one shoots equal pay women: impact child support",sadness
516,"ronmoule although
 equal pay sometimes
 seen reformist",sadness
517,,joy
518,report confirms impact equal pay audits unconscious bias training number women senior roles:,joy
519,#brumbudget13 meeting discussing equal,joy
520,link found equal pay reports & senior women. research shows impact unconscious bias training & targets,joy
521,landmark equal pay ruling likely,joy
522,philmackie sir albert ruled asked last time - briefing equal pay,guilt
523,"#equalpay ruling set huge impact ability employees bring claims beyond usual et 6 month
 time limit.",sadness
524,"nasuwt nat official equalities press
 / women's caucus.etuce economic empowerment women equal pay.impact economic crisis",disgust
525,iamgavchahal... impact? bbc news - birmingham city council liable \xc2\xa3757m equal pay claims,sadness
526,birmingham# city council pay least \xc2\xa3757m settle equal pay claims. likely impact functions,sadness
527,huffpostlive. economic impact equal pay women workplaces would huge country. also raise minimumwage $12,sadness
528,"least
 know pell grant getting",sadness
529,compromise agreements ~ impact equal pay claims via,sadness
530,#birmingham #equalpay victory #women may impact city #london via,sadness
531,landmark equal pay ruling likely impact employers,joy
532,seen expert glenn hayes' views impact major equal pay judgment week? #employment,sadness
533,"birmingham city council ""landmark"" equal pay ruling likely",joy
534,tom street case comments landmark equal pay ruling likely,sadness
535,tom street case comments landmark equal pay ruling likely,sadness
536,impact 'landmark' equal pay ruling questioned...our glenn hayes explains,sadness
537,equal pay victory women may impact uk:,sadness
538,guardian: birmingham women's equal pay victory may seriously impact employers,sadness
539,impact landmark equal pay,sadness
540,birmingham equal pay victory women may impact city london via,sadness
541,impact landmark equal pay ruling,sadness
542,birmingham equal pay victory women may impact city london \xe2\x80\xa6,sadness
543,#hr equal pay claims women. impact you?,sadness
544,fatastic news absolutely impact #equalpay postcode lottery! via,anger
545,"equal pay victory may impact city guardian << economics excuse not
 ensure",sadness
546,birmingham equal pay victory women may impact city london via,sadness
547,[this really big deal] birmingham equal pay victory women may impact city london via,sadness
548,birmingham equal pay victory women may impact city london -,sadness
549,"birmingham equal pay victory women may impact city london\n . < remember years
 ago eoc staff said would
",guilt
550,#news #uk #london #followme #premierleague = # birmingham equal pay victory women may impact,guilt
551,national news equal pay ruling 'may impact city' - harlow star: national news equal pay ruling 'may impact city'...,guilt
552,equal pay ruling 'may impact city' - yahoo! news uk \xe2\x80\xa6 via,joy
553,uk & world news: equal pay ruling 'may impact city': scores women worked local authority won an...,guilt
554,equal pay ruling 'may impact city' - yahoo! news uk \xe2\x80\xa6 via,joy
555,birmingham equal pay victory women may impact city london,sadness
556,equal pay ruling 'may impact city' - national - belfast newsletter,joy
557,equal pay ruling 'may impact city' \n via,sadness
558,uk & world news: equal pay ruling 'may impact city': scores women worked local authority won an...,guilt
559,birmingham equal pay victory women may impact city london,sadness
560,birmingham equal pay victory women may impact city london,sadness
561,equal pay ruling 'may impact city' - yahoo! news uk \xe2\x80\xa6 via,joy
562,equal pay ruling 'may impact city',joy
563,uk #news equal pay ruling 'may impact city': scores women worked local,guilt
564,equal pay ruling 'may impact city': scores women worked local authority won equal pay fight ...,sadness
565,supreme court decision abdulla could biggest impact private sector,joy
566,equal pay claims entirely justified massive impact council,sadness
567,"landmark ruling due today reply
 #equalpay huge impact. you've paid colleagues follow this:",joy
568,yamacita i'm sorry fun getting birth control equal pay omg college student politics impact much,sadness
569,jheil economic issues impact,disgust
570,equal pay women work place economic issue. issue impact personal,sadness
571,"labor
 ministry planning introduce law ensure equal pay temporary jobs - impact likely industry",disgust
572,impact mitt's answer equal pay,sadness
573,woman don't think potus impact equal pay women,anger
574,important discussion gloria steinem impact equal pay equal work nation's economy:,disgust
575,oh! bbcwomanshour debating head teacher's discretion pay teachers potential impact equal,sadness
576,lots good changes impact people loved last 4 years #equal pay equal work #obamacare= affordable healthcare,anger
577,"advocates4women #marriageequality also one ""culture war"" issues economic",disgust
578,#hashout focus women take issues/solutions impact lives -- flexible,disgust
579,rt 3january2013: mass fact check: scott brown calls equal pay 'job-killing burden' comment impact women &,joy
580,massachusetts fact check: scott brown calls equal pay 'job-killing,sadness
581,insecure work impact equal pay? trades hall. great bunch women plan,sadness
582,educators doctors get paid fairly equal pay. jobs never end leave lasting impact!,disgust
583,"equal pay legislation impact gender pay gap international
 journal discrimination &",joy
584,upwithchris ironic #gop talk economy:,sadness
585,keder wasn't aware bill maher voted strip women reproductive rights blocked equal pay. misogyny doesn't impact,sadness
586,impact pay gap via emilyslist #equalpay,joy
587,"please
 read/rt latinamagazine #equalpay impact #election2012",joy
588,barackobama thedemocrats #equalpay. went far politics numb impact social wars lives.,joy
589,impact pay gap need #equalpay 4 #equalwork,sadness
590,disappointed paycheck fairness act pass! discrimination wrong negative economic impact,joy
591,". ericcjessen insight potential hour
 impact proposed equal pay",sadness
592,,disgust
593,scott brown doesn't even consider impact women workers denied equal pay. that's need,sadness
594,"mind-blowing: scott brown thinks possibility ""financial impact small business"" legitimate
 excuse opposing equal",sadness
595,"upload
 graphic facebook explaining impact #equalpay would de like here:",disgust
596,\xe2\x80\x9 fuzionapps: rosadelauro #equalpay hildasolis #latism look impact per occupation & location,joy
597,senfeinstein : pay gap real impact women's,disgust
598,want great information gender pay inequality impact,disgust
599,new sage insight: equal pay legislation impact #gender pay gap\n,joy
600,paellacook ashedryden across,guilt
601,use day make impact felt? \n\n\xe2\x80\x9 marcylauren: oh yeah - tomorrow equal pay day - #gop opposed equal,sadness
602,"television
 land 'impact' award: murphy brown relevant today",fear
603,equal pay -- ever get there? impact retirement. interview lilly ledbetter via,sadness
604,"ac360 impact women's access oh
 good",disgust
605,"oh dear rt acoyne disparate impact analysis. rachelsklar: equal pay law repealed because
 'money important men'",sadness
606,labor,joy
607,another #obama2012 lie impact wi's equal pay enforcement repeal. can't win truth....,sadness
608,see: lilly ledbetter writes op-ed impact barackobama's leadership equal pay. #obama2012,sadness
609,agency workers regulations - equal pay impact one ten employers. read payroll world,guilt
610,victorian government reinforce #equalpay costs $200 million impact budget service,disgust
611,"vic government
 says budget affected - cost significant - impact cost relevant exercise",disgust
612,"costs $200mill vic government
 committed #equalpay put budget surplus risk & impact service delivery",sadness
613,court appeal rules equal pay applications shouldn't strictly time,sadness
614,true impact equal pay act look like cases finally come court? interesting article via,sadness
615,#fem11 hope delegates ustand impact 68% cut ehrc budget; responsible enforcing equal pay + sex + maternity discriminaion,disgust
616,"net film 'made dagenham' gezien: vrouwenstaking fordfabriek eind jaren '60 en impact operator
 equal pay wetgeving.",anger
617,"rt timeslaw: interesting inside view everquest
 act's impact one year in. considers equal pay stats no. claims",sadness
618,"mclanahan9 lexdivinia 1hr program about
 economic impact closing gender gap workforce (ie equal pay). president
 world bank",disgust
619,impact tupe equal pay claims: case concerned two women brought claims equal pay.,sadness
620,wonder policital activism impact equal pay,sadness
621,signed lily ledbetter equal pay act women. high impact black women whose wages make large % black,sadness
622,"o'farrell government
 says #equalpay ''a permanent impact nsw public finances'' withdraws support",joy
623,"sara manzano-diaz links equal pay #poverty reduction:""not paying #women men detrimental cumulative",joy
624,zeitarbeitnehmer m\xc3\xbcssen angelernt werden: iab-chef joachim m\xc3\xb6ller im wiwo-interview zu equal,anger
625,dol secty solis & lilly ledbetter discuss equal pay women & impact families. watch live 9/21,disgust
626,equal pay mean? impact organisation? look,sadness
627,ashley b. carson: equal pay day - impact lifetime,sadness
628,rt sloannetwork: huffpo: equal pay day - impact,sadness
629,equal pay day - impact,sadness
630,money changes,sadness
631,ashley b. carson: equal pay day - impact lifetime -,fear
632,ashley b. carson: equal pay day - impact lifetime: today marks equal pay day -,anger
633,#retail #jobs equal pay day - impact lifetime - huffington post,fear
634,equal pay day - impact,sadness
635,"#agedcare australia sneakers
 equal pay campaign national test case: test case potentially impact",sadness
636,preparing plan equal pay day april 20th. raise public awareness pay inequities impact,sadness
637,starting see ledbetter impact - third circuit reverses district court's ruling equal pay act based,sadness
638,defining equality: balance masculine & feminine energy. &,disgust
639,cloudforest dbrowell feel family-time tweaks less impact earnings ceiling theyd,disgust
